date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2020-08-01",262.79,-2.26,1029.09,112631.46,1.14,86400.0,0
"2020-08-02",294.57,-1.87,1074.91,132474.58,1.24,86400.0,0
"2020-08-03",172.87,-2.33,1281.90,65441.29,0.87,86398.0,0
"2020-08-04",314.60,-2.55,944.33,141660.15,1.28,86400.0,0
"2020-08-05",300.04,-2.28,1121.23,126629.35,1.21,86396.0,0
"2020-08-06",266.73,-2.21,1105.45,121988.70,1.19,86400.0,0
"2020-08-07",319.43,-2.16,954.04,134100.22,1.25,86400.0,0
"2020-08-08",288.58,-2.25,1163.22,115257.14,1.15,86400.0,0
"2020-08-09",258.77,-2.38,1267.54,101987.66,1.09,86400.0,0
"2020-08-10",320.94,-2.08,984.63,134112.52,1.25,86394.0,0
"2020-08-11",323.17,-2.21,945.09,133918.11,1.24,86400.0,0
"2020-08-12",218.56,-2.37,1285.95,104433.20,1.10,86400.0,0
"2020-08-13",221.51,-2.15,1137.17,77285.68,0.95,86400.0,0
"2020-08-14",306.61,-1.84,930.42,133066.35,1.24,86400.0,0
"2020-08-15",319.47,-2.30,938.25,128665.18,1.22,86400.0,0
"2020-08-16",309.13,-2.59,998.00,123697.75,1.20,86400.0,0
"2020-08-17",272.09,-2.47,1004.79,117889.26,1.17,86400.0,0
"2020-08-18",177.69,-2.40,1141.82,65730.00,0.87,86291.0,0
"2020-08-19",143.82,-3.39,1034.84,68342.44,0.89,86400.0,0
"2020-08-20",208.49,-4.07,962.87,78151.27,0.95,86400.0,0
"2020-08-21",260.44,-2.32,878.39,107555.70,1.12,86400.0,0
"2020-08-22",253.30,-2.57,859.38,93084.45,1.04,86400.0,0
"2020-08-23",242.70,-2.54,818.48,83217.68,0.98,86400.0,0
"2020-08-24",171.27,-2.52,912.46,48150.01,0.75,86400.0,0
"2020-08-25",157.87,-2.28,1206.13,55355.63,0.81,83458.0,0
"2020-08-26",245.82,-1.92,1028.65,102756.67,1.09,86400.0,0
"2020-08-27",135.21,-2.77,1092.23,63723.72,0.86,86400.0,0
"2020-08-28",282.57,-1.70,923.55,118754.07,1.17,86400.0,0
"2020-08-29",267.86,-2.49,976.26,106473.94,1.11,86400.0,0
"2020-08-30",252.23,-2.33,1169.38,105887.13,1.11,86400.0,0
"2020-08-31",76.23,-2.15,338.23,8816.75,0.32,86400.0,0
