date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2017-11-01",137.14,-2.24,815.06,42408.09,0.70,86399.0,0
"2017-11-02",149.90,-2.23,693.91,51233.99,0.78,83450.0,0
"2017-11-03",88.94,-1.77,807.95,23804.26,0.52,86400.0,0
"2017-11-04",89.86,-1.94,834.82,26116.57,0.55,86400.0,0
"2017-11-05",104.17,-1.77,783.74,34404.88,0.63,86319.0,0
"2017-11-06",82.10,-1.83,840.61,17799.42,0.45,86400.0,0
"2017-11-07",84.46,-1.37,841.44,16555.26,0.44,86400.0,0
"2017-11-08",132.96,-2.04,695.89,41570.89,0.69,86400.0,0
"2017-11-09",148.38,-1.95,585.13,46071.14,0.73,86400.0,0
"2017-11-10",79.10,-2.44,431.67,14870.03,0.42,86311.0,0
"2017-11-11",148.04,-2.18,590.23,45765.94,0.73,85898.0,0
"2017-11-12",104.01,-2.56,559.73,25914.06,0.55,86400.0,0
"2017-11-13",139.02,-2.55,571.73,43312.51,0.71,86400.0,0
"2017-11-14",125.42,-2.52,660.61,40497.16,0.69,85152.0,0
"2017-11-15",99.35,-2.21,729.06,27564.63,0.56,86398.0,0
"2017-11-16",60.76,-1.97,533.72,10202.67,0.34,86400.0,0
"2017-11-17",28.17,-2.67,388.28,2334.17,0.16,86400.0,0
"2017-11-18",139.85,-1.78,566.38,42533.76,0.70,86400.0,0
"2017-11-19",127.49,-2.00,562.43,39690.24,0.68,86400.0,0
"2017-11-20",76.04,-1.69,499.53,13903.19,0.40,86400.0,0
"2017-11-21",108.20,-1.88,718.47,31473.45,0.60,86400.0,0
"2017-11-22",112.53,-2.04,522.55,32430.98,0.61,86400.0,0
"2017-11-23",105.31,-2.14,658.96,30101.95,0.59,86400.0,0
"2017-11-24",122.94,-2.44,529.88,36233.03,0.65,86400.0,0
"2017-11-25",112.66,-2.07,756.18,35496.71,0.64,86400.0,0
"2017-11-26",73.84,-2.58,627.82,12734.49,0.38,86400.0,0
"2017-11-27",60.16,-2.17,667.44,14258.79,0.41,86400.0,0
"2017-11-28",125.11,-1.75,534.01,35058.34,0.64,86400.0,0
"2017-11-29",121.26,-2.21,513.61,33825.19,0.63,85906.0,0
"2017-11-30",121.49,-2.01,538.11,33798.86,0.63,86400.0,0
