date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2019-09-01",263.62,-2.04,1001.38,125239.40,1.20,86396.0,0
"2019-09-02",280.54,-2.16,975.81,133665.09,1.26,83715.0,0
"2019-09-03",261.07,-2.32,1146.56,124579.77,1.22,83086.0,0
"2019-09-04",164.37,-1.96,1166.34,64465.82,0.86,86400.0,0
"2019-09-05",179.74,-1.94,1118.63,89785.47,1.02,86400.0,0
"2019-09-06",109.57,-1.70,1085.70,37745.34,0.66,86209.0,0
"2019-09-07",199.78,-2.04,1135.29,79088.54,0.96,86400.0,0
"2019-09-08",153.60,-1.98,1300.73,60323.44,0.84,86400.0,0
"2019-09-09",207.88,-2.18,1269.44,99854.34,1.08,86392.0,0
"2019-09-10",186.74,-1.99,1274.08,78172.26,0.95,86400.0,0
"2019-09-11",215.37,-2.06,1298.19,90746.66,1.02,86400.0,0
"2019-09-12",282.46,-2.44,955.94,126794.04,1.21,86400.0,0
"2019-09-13",279.15,-2.13,926.83,121170.67,1.18,86400.0,0
"2019-09-14",265.18,-2.19,915.53,111635.15,1.14,86400.0,0
"2019-09-15",211.40,-2.09,1080.73,80721.45,0.97,86400.0,0
"2019-09-16",214.17,-1.71,1270.99,100558.88,1.08,86400.0,0
"2019-09-17",185.63,-3.68,1109.60,90422.26,1.02,86400.0,0
"2019-09-18",184.05,-1.93,1191.72,77740.22,0.95,86400.0,0
"2019-09-19",217.73,-2.08,1018.96,103244.80,1.09,86400.0,0
"2019-09-20",197.88,-1.86,1114.75,81901.13,0.97,86400.0,0
"2019-09-21",195.94,-3.00,1160.92,82424.64,0.98,86400.0,0
"2019-09-22",254.33,-2.29,874.02,107815.26,1.12,86400.0,0
"2019-09-23",190.93,-2.09,963.08,72065.13,0.91,86400.0,0
"2019-09-24",251.76,-2.01,900.39,106094.30,1.11,86386.0,0
"2019-09-25",252.80,-1.90,963.03,106220.59,1.11,86400.0,0
"2019-09-26",223.58,-1.96,943.97,92101.99,1.03,86400.0,0
"2019-09-27",142.06,-1.96,1101.22,69863.50,0.90,86400.0,0
"2019-09-28",210.72,-2.03,1250.30,94383.25,1.05,86400.0,0
"2019-09-29",230.51,-2.08,863.50,96477.29,1.06,86068.0,0
"2019-09-30",222.81,-2.01,836.85,97098.95,1.06,86400.0,0
