date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2020-04-01",317.05,-2.46,1253.11,159881.49,1.36,86400.0,0
"2020-04-02",300.79,-2.10,1257.01,150651.48,1.32,86400.0,0
"2020-04-03",306.09,-2.10,1298.97,157827.24,1.35,86400.0,0
"2020-04-04",312.36,-2.20,1237.66,157950.02,1.35,86400.0,0
"2020-04-05",304.18,-2.46,1104.42,150538.61,1.32,86400.0,0
"2020-04-06",294.74,-2.18,1248.74,152359.19,1.33,86399.0,0
"2020-04-07",287.42,-2.00,1091.10,145181.47,1.30,86400.0,0
"2020-04-08",267.87,-1.91,1341.12,132814.65,1.24,86400.0,0
"2020-04-09",293.67,-2.37,1225.60,156920.90,1.35,86365.0,0
"2020-04-10",310.60,-2.05,1089.35,155771.51,1.34,86400.0,0
"2020-04-11",313.39,-1.91,1028.47,153836.34,1.33,86400.0,0
"2020-04-12",293.30,-2.02,1286.77,148476.99,1.31,86400.0,0
"2020-04-13",278.58,-2.12,1209.05,145351.23,1.30,86400.0,0
"2020-04-14",317.63,-2.00,1041.81,154770.61,1.34,86400.0,0
"2020-04-15",284.29,-1.96,1257.63,152401.45,1.33,86400.0,0
"2020-04-16",319.47,-2.18,1092.08,160353.27,1.36,86400.0,0
"2020-04-17",295.95,-1.85,1239.08,159442.59,1.36,86400.0,0
"2020-04-18",326.08,-1.85,1126.12,160714.39,1.36,86400.0,0
"2020-04-19",321.06,-1.69,1162.37,161630.04,1.37,86055.0,0
"2020-04-20",320.14,-1.96,1210.66,160564.48,1.36,86400.0,0
"2020-04-21",326.67,-2.02,1124.62,162250.32,1.37,86400.0,0
"2020-04-22",301.97,-1.74,1042.14,160611.34,1.36,86400.0,0
"2020-04-23",311.10,-1.81,1427.02,154213.28,1.34,86400.0,0
"2020-04-24",319.44,-1.91,1455.01,158030.13,1.35,86400.0,0
"2020-04-25",288.02,-1.94,1536.13,148988.89,1.31,86400.0,0
"2020-04-26",310.80,-1.89,1481.25,155599.03,1.34,86400.0,0
"2020-04-27",324.92,-1.96,1223.09,163128.20,1.37,86400.0,0
"2020-04-28",330.04,-2.58,1095.17,161866.65,1.37,86400.0,0
"2020-04-29",315.83,-1.97,1111.85,161768.58,1.37,86400.0,0
"2020-04-30",244.88,-1.86,1461.04,120237.05,1.18,86400.0,0
