date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2016-06-01",308.29,-1.32,985.91,136419.00,1.26,86398.0,0
"2016-06-02",223.66,-0.89,1265.05,79985.43,0.96,86400.0,0
"2016-06-03",242.23,-1.04,1292.17,115801.37,1.16,86400.0,0
"2016-06-04",211.40,-1.27,1200.37,89552.73,1.02,86388.0,0
"2016-06-05",113.17,-1.06,972.90,25164.14,0.54,86400.0,0
"2016-06-06",78.79,-1.30,1039.99,30891.43,0.74,56381.0,1
"2016-06-07",359.26,-1.54,1034.54,152748.83,1.33,86400.0,0
"2016-06-08",343.37,-1.61,1058.41,150107.29,1.34,83292.0,0
"2016-06-09",359.18,-1.58,1030.85,156607.89,1.35,86400.0,0
"2016-06-10",354.75,-1.52,1001.45,148750.37,1.31,86400.0,0
"2016-06-11",346.37,-1.71,997.27,146194.81,1.30,86400.0,0
"2016-06-12",324.74,-1.61,1116.81,145525.66,1.30,86400.0,0
"2016-06-13",296.95,-1.59,1150.28,117442.12,1.17,86399.0,0
"2016-06-14",291.28,-1.46,974.48,138077.93,1.26,86400.0,0
"2016-06-15",232.39,-1.06,1483.56,105214.25,1.10,86400.0,0
"2016-06-16",336.63,-1.16,1104.01,145507.75,1.30,86393.0,0
"2016-06-17",282.00,-1.94,1394.42,126787.72,1.21,86400.0,0
"2016-06-18",331.34,-1.10,1119.30,139597.14,1.27,86400.0,0
"2016-06-19",334.96,-1.44,1212.05,145265.77,1.30,86400.0,0
"2016-06-20",345.96,-1.61,1002.00,153645.74,1.33,86400.0,0
"2016-06-21",198.43,-1.39,1247.01,68676.98,0.89,86400.0,0
"2016-06-22",242.06,-1.10,1197.82,98099.12,1.10,81163.0,0
"2016-06-23",310.63,-1.10,1193.86,140674.32,1.28,86400.0,0
"2016-06-24",296.08,-2.13,1351.75,121917.98,1.19,86400.0,0
"2016-06-25",333.89,-1.30,1169.31,143855.21,1.29,86400.0,0
"2016-06-26",323.27,-1.49,972.61,139710.89,1.27,86400.0,0
"2016-06-27",209.74,-1.15,1253.28,100391.21,1.08,86400.0,0
"2016-06-28",314.61,-0.94,1140.04,139688.30,1.27,86400.0,0
"2016-06-29",348.87,-1.34,1254.45,153144.13,1.33,86400.0,0
"2016-06-30",363.64,-1.35,1027.58,156144.00,1.34,86400.0,0
