date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2018-06-01",337.89,-2.00,998.97,141762.41,1.28,86400.0,0
"2018-06-02",321.67,-2.09,974.14,137173.88,1.26,86400.0,0
"2018-06-03",331.15,-1.81,1092.26,152284.54,1.33,86400.0,0
"2018-06-04",153.59,-2.64,1269.79,57823.38,0.82,86400.0,0
"2018-06-05",321.82,-1.65,986.20,141381.69,1.28,86400.0,0
"2018-06-06",326.07,-1.84,982.55,142454.48,1.28,86400.0,0
"2018-06-07",222.18,-2.53,969.50,101708.85,1.10,84508.0,0
"2018-06-08",289.45,-2.33,1326.18,127548.90,1.22,86400.0,0
"2018-06-09",341.29,-2.31,991.80,147093.57,1.30,86400.0,0
"2018-06-10",307.97,-2.25,1176.65,129376.91,1.22,86400.0,0
"2018-06-11",302.93,-2.00,1046.75,135426.51,1.25,86400.0,0
"2018-06-12",240.30,-2.12,1073.91,75220.91,0.93,86400.0,0
"2018-06-13",289.96,-2.45,1018.86,126001.32,1.21,86400.0,0
"2018-06-14",347.06,-2.31,1009.59,149784.34,1.32,86400.0,0
"2018-06-15",350.09,-2.31,1092.40,150205.30,1.32,86400.0,0
"2018-06-16",305.93,-2.23,1284.87,139327.22,1.27,86400.0,0
"2018-06-17",263.66,-2.09,1445.21,104524.28,1.10,86400.0,0
"2018-06-18",279.40,-1.89,1448.57,125650.23,1.21,86400.0,0
"2018-06-19",202.70,-1.80,1441.87,72149.45,0.91,86400.0,0
"2018-06-20",244.18,-1.94,1265.87,113972.76,1.15,85751.0,0
"2018-06-21",350.74,-2.11,1124.07,161573.91,1.37,86400.0,0
"2018-06-22",309.52,-2.45,1316.90,137238.29,1.26,86363.0,0
"2018-06-23",233.40,-2.55,1277.72,100715.12,1.08,86400.0,0
"2018-06-24",310.28,-1.98,1026.36,141385.20,1.28,86400.0,0
"2018-06-25",305.45,-1.98,1284.99,138114.75,1.26,86400.0,0
"2018-06-26",282.44,-1.97,1208.27,123405.54,1.20,86400.0,0
"2018-06-27",344.35,-2.14,1037.39,148101.19,1.31,86400.0,0
"2018-06-28",350.70,-2.38,1021.30,150362.40,1.32,86400.0,0
"2018-06-29",344.98,-2.19,1048.20,147230.00,1.31,86400.0,0
"2018-06-30",285.47,-2.20,1215.13,126649.37,1.21,86400.0,0
