date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2019-10-01",35.90,-1.00,204.45,2958.02,0.19,86400.0,0
"2019-10-02",64.99,-2.17,321.20,9676.69,0.33,86394.0,0
"2019-10-03",42.77,-1.85,229.71,3375.50,0.20,86400.0,0
"2019-10-04",42.34,-2.01,377.94,5756.63,0.26,86084.0,0
"2019-10-05",54.22,-1.50,396.96,7747.38,0.30,86400.0,0
"2019-10-06",35.86,-1.49,208.30,2582.40,0.17,86400.0,0
"2019-10-07",54.34,-1.20,425.27,9271.87,0.33,86400.0,0
"2019-10-08",46.28,-3.30,438.09,4965.70,0.24,86210.0,0
"2019-10-09",45.95,-1.76,316.15,5542.35,0.25,86400.0,0
"2019-10-10",38.22,-1.19,227.24,3558.11,0.20,86400.0,0
"2019-10-11",31.43,-1.49,173.09,2230.52,0.16,86400.0,0
"2019-10-12",36.75,-1.28,242.31,3247.72,0.19,86298.0,0
"2019-10-13",59.83,-1.57,259.35,9099.70,0.32,86400.0,0
"2019-10-14",54.55,-2.07,231.85,6996.26,0.28,86400.0,0
"2019-10-15",51.97,-2.25,228.30,6559.98,0.28,86393.0,0
"2019-10-16",51.88,-2.48,229.73,6649.94,0.28,86400.0,0
"2019-10-17",45.06,-2.12,265.40,5212.94,0.25,86400.0,0
"2019-10-18",44.65,-2.26,208.60,5219.42,0.25,86400.0,0
"2019-10-19",38.05,-2.13,200.78,4081.92,0.22,86400.0,0
"2019-10-20",32.38,-1.69,257.05,4109.92,0.22,86400.0,0
"2019-10-21",33.82,-1.69,189.57,3347.76,0.20,86400.0,0
"2019-10-22",18.71,-1.36,87.33,944.68,0.10,86400.0,0
"2019-10-23",25.61,-1.50,170.11,2241.13,0.16,86400.0,0
"2019-10-24",35.54,-2.37,254.24,4660.99,0.23,86400.0,0
"2019-10-25",26.01,-1.69,214.00,2551.91,0.17,86399.0,0
"2019-10-26",24.06,-1.57,160.22,1886.55,0.15,86400.0,0
"2019-10-27",13.03,-1.33,148.72,622.71,0.08,86400.0,0
"2019-10-28",17.96,-2.09,234.68,1617.59,0.14,86400.0,0
"2019-10-29",8.64,-1.19,52.94,268.96,0.06,86400.0,0
"2019-10-30",12.53,-1.44,81.48,560.34,0.08,86400.0,0
"2019-10-31",17.11,-1.30,131.05,1215.63,0.12,86400.0,0
