date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2021-06-01",320.81,-3.32,1075.22,149426.78,1.32,86400.0,0
"2021-06-02",327.31,-2.90,1168.01,166772.06,1.39,86400.0,0
"2021-06-03",355.02,-3.02,1028.76,159104.88,1.36,86400.0,0
"2021-06-04",344.81,-3.04,1371.87,168342.12,1.40,86400.0,0
"2021-06-05",341.42,-2.91,1325.19,161978.62,1.37,86400.0,0
"2021-06-06",359.02,-3.29,1043.84,161361.61,1.37,86400.0,0
"2021-06-07",344.41,-3.73,1168.40,143512.77,1.29,86400.0,0
"2021-06-08",311.54,-3.54,1363.12,136669.08,1.26,86400.0,0
"2021-06-09",368.44,-3.83,1076.56,165890.66,1.39,86400.0,0
"2021-06-10",369.41,-3.80,1160.14,169560.17,1.40,86400.0,0
"2021-06-11",370.12,-3.23,1052.10,166558.47,1.39,86400.0,0
"2021-06-12",361.48,-3.63,1038.89,159351.58,1.36,86400.0,0
"2021-06-13",360.54,-3.69,1043.03,161555.37,1.37,86400.0,0
"2021-06-14",330.83,-3.82,1053.67,145022.46,1.30,86400.0,0
"2021-06-15",274.16,-4.99,1123.44,119578.86,1.18,86300.0,0
"2021-06-16",346.04,-3.34,1021.67,149415.40,1.32,86400.0,0
"2021-06-17",335.68,-3.46,1049.40,151388.68,1.32,86400.0,0
"2021-06-18",354.69,-3.80,1039.51,157643.31,1.35,86400.0,0
"2021-06-19",338.75,-3.52,997.66,143274.54,1.29,86238.0,0
"2021-06-20",335.04,-3.01,1005.65,150628.94,1.32,86400.0,0
"2021-06-21",343.10,-2.82,999.36,146983.73,1.30,86400.0,0
"2021-06-22",182.18,-3.32,1230.87,52305.68,0.78,86400.0,0
"2021-06-23",205.08,-2.77,1313.48,84442.55,0.99,86400.0,0
"2021-06-24",328.59,-2.04,1120.15,161362.94,1.37,86400.0,0
"2021-06-25",356.28,-2.65,1029.99,156527.85,1.35,86400.0,0
"2021-06-26",358.60,-3.20,1043.35,161423.43,1.37,86400.0,0
"2021-06-27",346.15,-3.49,1035.23,158303.22,1.35,86400.0,0
"2021-06-28",338.34,-3.01,1064.32,153843.58,1.33,86400.0,0
"2021-06-29",326.35,-2.21,1162.14,154204.95,1.34,86400.0,0
"2021-06-30",225.90,-2.65,1181.30,122470.43,1.25,78349.0,0
