date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2021-11-01",80.32,-1.26,605.08,17400.28,0.45,86400.0,0
"2021-11-02",61.79,-0.99,413.01,9514.19,0.33,86400.0,0
"2021-11-03",152.67,-2.23,705.88,50363.23,0.76,86400.0,0
"2021-11-04",150.89,-2.30,605.93,47676.19,0.74,86400.0,0
"2021-11-05",152.95,-2.60,590.31,48616.70,0.75,86397.0,0
"2021-11-06",146.37,-2.71,706.43,48579.35,0.75,86400.0,0
"2021-11-07",145.00,-2.93,591.03,47417.76,0.74,86400.0,0
"2021-11-08",128.95,-2.93,777.68,40816.59,0.69,86400.0,0
"2021-11-09",111.51,-2.02,685.05,30863.20,0.60,86400.0,0
"2021-11-10",143.86,-1.85,583.28,46228.41,0.73,86400.0,0
"2021-11-11",113.31,-2.22,789.02,34038.27,0.63,86400.0,0
"2021-11-12",119.11,-1.95,744.96,37313.97,0.66,86394.0,0
"2021-11-13",84.55,-2.30,811.07,20513.87,0.49,86400.0,0
"2021-11-14",123.77,-2.32,652.29,39398.10,0.68,86400.0,0
"2021-11-15",137.67,-2.71,744.67,44722.48,0.72,86400.0,0
"2021-11-16",70.80,-2.88,324.66,11342.52,0.36,86400.0,0
"2021-11-17",136.34,-2.42,610.18,41301.18,0.69,86400.0,0
"2021-11-18",126.54,-2.17,635.06,38016.02,0.66,86400.0,0
"2021-11-19",94.43,-2.38,634.38,25906.39,0.55,86400.0,0
"2021-11-20",33.26,-2.45,745.07,4147.22,0.22,86400.0,0
"2021-11-21",130.32,-2.08,533.39,37657.68,0.66,86400.0,0
"2021-11-22",122.16,-2.38,521.84,34841.95,0.64,86400.0,0
"2021-11-23",84.60,-3.06,642.31,20237.83,0.48,86400.0,0
"2021-11-24",77.67,-2.32,634.84,19957.97,0.48,86400.0,0
"2021-11-25",126.29,-2.10,518.50,35525.86,0.64,86400.0,0
"2021-11-26",103.81,-2.51,573.48,30248.02,0.59,86400.0,0
"2021-11-27",94.94,-2.58,644.97,22914.08,0.51,86400.0,0
"2021-11-28",109.05,-2.18,606.84,28279.07,0.57,86400.0,0
"2021-11-29",117.07,-2.73,571.03,32949.70,0.62,86400.0,0
"2021-11-30",103.22,-2.73,553.98,29941.21,0.59,86400.0,0
