date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2017-02-01",199.71,-1.83,771.94,76546.25,0.94,86400.0,0
"2017-02-02",189.24,-1.90,797.43,72314.75,0.91,86400.0,0
"2017-02-03",192.91,-1.88,891.89,74927.71,0.93,86400.0,0
"2017-02-04",75.28,-1.64,699.52,13324.08,0.39,86293.0,0
"2017-02-05",145.47,-1.80,1062.70,48502.83,0.75,86400.0,0
"2017-02-06",188.62,-1.85,796.02,72204.10,0.91,86315.0,0
"2017-02-07",172.58,-1.67,967.90,69360.99,0.90,86400.0,0
"2017-02-08",111.83,-2.55,1051.86,32958.80,0.62,86335.0,0
"2017-02-09",211.30,-2.01,848.05,86631.90,1.00,86297.0,0
"2017-02-10",215.67,-1.98,791.55,86531.39,1.00,86328.0,0
"2017-02-11",212.79,-1.74,794.13,84420.88,0.99,86398.0,0
"2017-02-12",185.30,-1.75,994.37,75593.00,0.94,86400.0,0
"2017-02-13",193.42,-1.75,774.45,78463.29,0.95,86321.0,0
"2017-02-14",129.45,-1.69,1019.61,41964.91,0.70,86400.0,0
"2017-02-15",107.37,-1.64,1082.71,29666.77,0.59,86400.0,0
"2017-02-16",232.72,-2.05,840.93,98450.50,1.07,86400.0,0
"2017-02-17",225.21,-2.23,822.51,93291.13,1.04,86400.0,0
"2017-02-18",108.30,-2.19,954.31,25176.21,0.54,86400.0,0
"2017-02-19",212.52,-1.90,866.44,90310.24,1.02,86400.0,0
"2017-02-20",228.98,-2.03,934.33,97316.30,1.06,86400.0,0
"2017-02-21",122.50,-1.74,1113.28,33097.75,0.62,86399.0,0
"2017-02-22",45.62,-1.60,538.31,4365.90,0.22,86400.0,0
"2017-02-23",158.35,-1.34,1185.90,58480.22,0.82,86400.0,0
"2017-02-24",186.02,-1.65,1117.96,86343.08,1.00,86400.0,0
"2017-02-25",183.78,-1.62,1142.07,87971.37,1.01,86400.0,0
"2017-02-26",252.14,-1.95,889.45,111504.32,1.14,86400.0,0
"2017-02-27",199.55,-1.98,1082.82,82219.07,0.98,86399.0,0
"2017-02-28",199.75,-1.88,1016.10,81248.49,0.97,86400.0,0
