date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2016-08-01",239.44,-1.76,1036.48,93005.88,1.04,86400.0,0
"2016-08-02",279.04,-1.94,1190.44,117686.58,1.17,86399.0,0
"2016-08-03",181.97,-1.72,1334.13,62254.05,0.85,86400.0,0
"2016-08-04",229.38,-1.38,1248.55,79659.44,0.96,86400.0,0
"2016-08-05",212.02,-1.55,1350.17,85162.81,0.99,86400.0,0
"2016-08-06",231.08,-1.60,1228.08,96742.90,1.06,86400.0,0
"2016-08-07",317.72,-2.06,1092.73,137698.04,1.26,86400.0,0
"2016-08-08",230.45,-2.16,1231.85,84281.66,0.99,86400.0,0
"2016-08-09",179.98,-1.67,1441.69,58348.14,0.82,86400.0,0
"2016-08-10",235.80,-1.23,1182.62,97816.61,1.06,86400.0,0
"2016-08-11",283.47,-1.62,1054.65,112445.81,1.14,86400.0,0
"2016-08-12",244.39,-1.50,1178.22,103942.94,1.10,86399.0,0
"2016-08-13",284.24,-1.69,1199.54,120766.54,1.18,86400.0,0
"2016-08-14",241.98,-1.77,1226.94,114332.44,1.15,86400.0,0
"2016-08-15",206.90,-2.25,1033.02,97232.07,1.06,86400.0,0
"2016-08-16",291.48,-1.62,1065.67,124165.59,1.20,86400.0,0
"2016-08-17",231.18,-1.72,1220.65,106399.55,1.11,86400.0,0
"2016-08-18",214.91,-1.89,1192.37,97940.13,1.06,86400.0,0
"2016-08-19",247.20,-1.89,1039.02,94119.27,1.04,86400.0,0
"2016-08-20",288.37,-1.89,1022.44,118793.02,1.17,86400.0,0
"2016-08-21",161.19,-1.42,1321.48,66539.15,0.88,86400.0,0
"2016-08-22",248.30,-1.99,1241.13,112059.62,1.14,86400.0,0
"2016-08-23",214.57,-2.25,1196.04,88284.31,1.01,86400.0,0
"2016-08-24",285.35,-1.50,1073.99,117095.81,1.16,86400.0,0
"2016-08-25",214.89,-1.45,1257.48,80573.36,0.97,86400.0,0
"2016-08-26",242.97,-1.77,1074.84,101680.48,1.08,86400.0,0
"2016-08-27",281.40,-2.08,1037.30,117671.42,1.17,86400.0,0
"2016-08-28",283.74,-1.67,880.91,113871.30,1.15,86400.0,0
"2016-08-29",273.38,-1.74,916.07,108611.61,1.12,86400.0,0
"2016-08-30",277.88,-2.52,937.42,116124.05,1.16,86400.0,0
"2016-08-31",280.19,-1.82,1040.72,123863.08,1.20,86400.0,0
