date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2021-01-01",53.91,-1.92,445.24,11737.61,0.39,75599.0,0
"2021-01-02",85.80,-1.30,594.25,19232.31,0.54,64802.0,1
"2021-01-03",46.14,-1.49,423.44,6339.16,0.30,71999.0,0
"2021-01-04",31.88,-1.95,190.85,2771.08,0.20,68401.0,1
"2021-01-05",77.12,-1.30,476.97,18622.26,0.50,75601.0,0
"2021-01-06",80.22,-1.52,421.09,18462.59,0.46,86400.0,0
"2021-01-07",50.28,-1.74,393.59,7516.13,0.29,86400.0,0
"2021-01-08",86.20,-1.33,555.90,20727.86,0.50,82800.0,0
"2021-01-09",103.29,-1.94,447.29,26467.19,0.55,86400.0,0
"2021-01-10",96.03,-1.47,442.16,24268.04,0.53,86400.0,0
"2021-01-11",85.71,-1.38,489.30,19745.31,0.48,86400.0,0
"2021-01-12",71.38,-1.78,599.90,16014.95,0.43,86400.0,0
"2021-01-13",54.34,-0.99,702.00,10067.82,0.34,86400.0,0
"2021-01-14",106.33,-1.53,451.71,26499.75,0.57,82801.0,0
"2021-01-15",74.87,-1.63,543.94,16328.62,0.43,86400.0,0
"2021-01-16",95.40,-1.77,482.86,23095.43,0.52,86400.0,0
"2021-01-17",29.74,-1.41,190.84,2048.56,0.16,82800.0,0
"2021-01-18",76.26,-1.56,658.56,17892.54,0.48,79201.0,0
"2021-01-19",106.41,-1.56,478.32,28887.74,0.58,86400.0,0
"2021-01-20",99.11,-1.49,537.00,27200.74,0.56,86399.0,0
"2021-01-21",66.02,-1.56,291.32,7941.21,0.33,71998.0,0
"2021-01-22",63.88,-1.13,432.83,11229.54,0.36,86400.0,0
"2021-01-23",75.56,-1.97,599.82,13658.71,0.42,79198.0,0
"2021-01-24",109.03,-1.83,645.61,29178.82,0.58,86400.0,0
"2021-01-25",122.68,-1.42,501.65,33773.41,0.63,86400.0,0
"2021-01-26",98.27,-1.98,615.17,20648.21,0.49,86400.0,0
"2021-01-27",75.58,-1.63,533.72,14658.03,0.41,86400.0,0
"2021-01-28",69.59,-1.21,582.09,12964.19,0.40,82800.0,0
"2021-01-29",52.15,-0.97,448.55,7675.76,0.30,86400.0,0
"2021-01-30",92.94,-1.15,725.90,26007.78,0.55,86400.0,0
"2021-01-31",135.11,-1.78,535.02,39694.57,0.69,82800.0,0
