date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2020-12-01",176.08,-3.05,1032.33,85690.41,1.01,84530.0,0
"2020-12-02",175.85,-4.35,1179.04,68154.61,0.91,82103.0,0
"2020-12-03",170.50,-2.56,1198.80,72445.25,0.92,86400.0,0
"2020-12-04",154.57,-2.83,1203.11,74744.17,0.93,86400.0,0
"2020-12-05",226.82,-2.72,892.12,93645.50,1.04,86400.0,0
"2020-12-06",213.91,-3.54,1131.33,92414.79,1.03,86400.0,0
"2020-12-07",179.09,-3.33,1257.42,81209.91,0.97,86400.0,0
"2020-12-08",103.62,-2.11,1105.46,24036.97,0.53,86400.0,0
"2020-12-09",194.45,-2.90,1245.51,84602.56,0.99,85489.0,0
"2020-12-10",92.94,-2.32,1173.42,22804.66,0.51,86400.0,0
"2020-12-11",206.42,-2.44,983.11,90570.30,1.02,86400.0,0
"2020-12-12",187.64,-4.54,1137.90,84627.24,0.99,86400.0,0
"2020-12-13",130.55,-2.34,1187.71,37184.64,0.66,86400.0,0
"2020-12-14",111.69,-1.45,1164.34,33402.32,0.62,86400.0,0
"2020-12-15",98.61,-1.71,926.31,22659.33,0.51,86400.0,0
"2020-12-16",85.65,-1.78,974.49,16138.18,0.43,86400.0,0
"2020-12-17",132.52,-2.11,1334.64,50836.19,0.77,86400.0,0
"2020-12-18",91.53,-1.57,1140.25,19431.27,0.47,86400.0,0
"2020-12-19",96.26,-1.10,773.58,19876.39,0.48,86400.0,0
"2020-12-20",111.28,-1.50,1169.28,32834.55,0.62,86400.0,0
"2020-12-21",141.22,-1.64,1218.12,55305.08,0.80,86400.0,0
"2020-12-22",178.33,-2.20,1206.10,74053.80,0.93,86400.0,0
"2020-12-23",183.17,-2.51,1001.31,77995.05,0.95,86400.0,0
"2020-12-24",188.67,-2.67,958.99,84422.92,0.99,86400.0,0
"2020-12-25",196.07,-3.61,913.06,87474.72,1.01,86400.0,0
"2020-12-26",211.17,-3.39,1060.21,92961.91,1.04,86400.0,0
"2020-12-27",203.82,-1.45,1163.66,85059.20,0.99,86276.0,0
"2020-12-28",185.41,-2.63,827.36,84392.33,0.99,86400.0,0
"2020-12-29",161.82,-4.49,1285.16,51879.18,0.77,86400.0,0
"2020-12-30",191.56,-5.00,1052.11,87706.73,1.01,86293.0,0
"2020-12-31",164.68,-2.67,1445.35,59247.12,0.83,86400.0,0
