date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2018-06-01",123.84,-1.58,1000.33,22988.00,0.52,86400.0,0
"2018-06-02",265.57,-1.72,1210.98,86472.40,1.00,86400.0,0
"2018-06-03",359.58,-1.93,996.70,147411.51,1.31,86400.0,0
"2018-06-04",82.61,-1.44,624.16,11591.43,0.37,86400.0,0
"2018-06-05",166.96,-1.67,1423.95,50380.41,0.76,86400.0,0
"2018-06-06",215.95,-1.88,1428.36,67638.43,0.88,86400.0,0
"2018-06-07",192.79,-2.13,1408.62,61991.29,0.86,84072.0,0
"2018-06-08",245.36,-1.86,1210.66,99132.87,1.07,86400.0,0
"2018-06-09",315.08,-2.36,1009.60,110908.23,1.13,86400.0,0
"2018-06-10",329.93,-2.31,1151.13,126901.96,1.21,86399.0,0
"2018-06-11",279.90,-2.02,1378.66,106533.77,1.11,86400.0,0
"2018-06-12",349.30,-2.08,1001.39,137335.34,1.26,86400.0,0
"2018-06-13",119.00,-2.06,1013.38,22739.39,0.51,86400.0,0
"2018-06-14",241.70,-2.11,1383.67,114275.50,1.15,86400.0,0
"2018-06-15",197.07,-1.90,1392.73,60588.60,0.84,86400.0,0
"2018-06-16",337.72,-2.27,1213.00,132450.52,1.24,86400.0,0
"2018-06-17",342.73,-2.59,1069.59,137028.18,1.26,86400.0,0
"2018-06-18",214.94,-2.29,1023.14,81016.93,1.00,80489.0,0
"2018-06-19",349.16,-1.17,1134.92,149371.73,1.31,86400.0,0
"2018-06-20",246.57,-2.40,1146.13,76535.36,0.94,86400.0,0
"2018-06-21",306.67,-2.41,1317.40,126845.79,1.21,86400.0,0
"2018-06-22",328.50,-2.38,1259.64,137363.59,1.26,86400.0,0
"2018-06-23",77.20,-2.13,851.77,11135.40,0.36,86400.0,0
"2018-06-24",141.51,-1.26,1574.70,51915.82,0.78,86400.0,0
"2018-06-25",321.84,-1.12,1290.23,148633.61,1.31,86400.0,0
"2018-06-26",361.79,-2.38,1003.10,147018.15,1.30,86400.0,0
"2018-06-27",161.48,-2.25,1157.70,53104.98,0.78,86400.0,0
"2018-06-28",81.13,-1.28,1526.50,23479.17,0.52,86400.0,0
"2018-06-29",352.11,-1.74,1012.48,138442.28,1.27,86400.0,0
"2018-06-30",314.15,-2.24,1136.82,112568.30,1.14,86400.0,0
