date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2021-08-01",296.97,-3.09,1079.34,123902.60,1.20,86400.0,0
"2021-08-02",262.20,-3.42,1031.66,92266.67,1.03,86400.0,0
"2021-08-03",291.10,-3.29,915.62,114984.08,1.15,86400.0,0
"2021-08-04",275.39,-2.89,880.98,109932.07,1.13,86400.0,0
"2021-08-05",165.05,-2.76,997.78,38879.53,0.67,86400.0,0
"2021-08-06",279.51,-3.12,872.88,108468.36,1.12,86400.0,0
"2021-08-07",256.87,-2.98,1203.11,98557.42,1.07,86400.0,0
"2021-08-08",8.45,-2.91,205.86,941.58,0.19,25200.0,1
"2021-08-09",295.25,-3.14,898.80,118042.01,1.17,86400.0,0
"2021-08-10",169.70,-2.99,1076.56,60976.04,0.84,86400.0,0
"2021-08-11",287.67,-3.22,885.30,114170.20,1.15,86400.0,0
"2021-08-12",228.33,-3.06,1170.31,95634.16,1.09,80935.0,0
"2021-08-13",202.03,-3.06,986.37,70479.76,0.91,84717.0,0
"2021-08-14",286.68,-3.16,1115.77,120484.48,1.18,86400.0,0
"2021-08-15",272.95,-3.09,1229.38,116968.58,1.16,86400.0,0
"2021-08-16",264.96,-2.93,1117.81,116189.83,1.16,86400.0,0
"2021-08-17",255.25,-2.96,1093.16,112009.32,1.14,86400.0,0
"2021-08-18",13.64,-2.98,201.79,1819.05,0.27,25200.0,1
"2021-08-19",233.04,-2.94,1187.59,102353.91,1.09,86399.0,0
"2021-08-20",238.30,-2.91,1139.95,111539.18,1.14,86400.0,0
"2021-08-21",275.64,-3.69,1291.07,113800.20,1.15,86400.0,0
"2021-08-22",11.72,-3.27,187.91,1529.38,0.25,25200.0,1
"2021-08-23",283.50,-3.44,996.28,117430.70,1.17,86399.0,0
"2021-08-24",280.57,-3.14,888.21,111743.52,1.15,84943.0,0
"2021-08-25",6.55,-4.30,173.52,784.24,0.13,46801.0,1
"2021-08-26",299.71,-3.08,883.59,115928.26,1.20,81146.0,0
"2021-08-27",279.90,-3.41,881.19,111522.94,1.14,86400.0,0
"2021-08-28",254.88,-3.46,1075.40,113083.32,1.14,86400.0,0
"2021-08-29",81.90,-3.26,506.45,15467.05,0.42,86400.0,0
"2021-08-30",221.11,-3.54,1064.62,90150.76,1.02,86400.0,0
"2021-08-31",222.22,-3.31,987.82,93765.53,1.04,86400.0,0
