date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2018-12-01",76.52,-2.28,598.36,16375.05,0.44,86400.0,0
"2018-12-02",59.92,-1.69,304.72,8883.10,0.32,86400.0,0
"2018-12-03",131.22,-2.10,793.51,44939.40,0.72,86400.0,0
"2018-12-04",124.16,-2.20,756.92,39331.13,0.67,86400.0,0
"2018-12-05",53.46,-1.92,255.71,6522.98,0.27,86400.0,0
"2018-12-06",72.10,-2.00,589.49,14035.34,0.40,86400.0,0
"2018-12-07",72.80,-1.72,664.52,15442.38,0.42,86400.0,0
"2018-12-08",95.74,-1.94,814.26,28312.01,0.57,86400.0,0
"2018-12-09",30.21,-2.65,147.81,2350.33,0.16,86400.0,0
"2018-12-10",110.61,-1.65,652.95,32760.87,0.62,86400.0,0
"2018-12-11",29.22,-1.59,143.87,2284.98,0.16,86400.0,0
"2018-12-12",57.62,-1.62,719.06,14761.68,0.42,85500.0,0
"2018-12-13",61.49,-2.37,480.17,14634.20,0.44,74669.0,0
"2018-12-14",98.81,-2.32,516.05,23724.05,0.52,86400.0,0
"2018-12-15",115.91,-2.23,498.29,32502.99,0.61,86400.0,0
"2018-12-16",105.44,-2.43,522.12,29552.16,0.58,86400.0,0
"2018-12-17",35.70,-2.33,291.37,3576.97,0.20,86400.0,0
"2018-12-18",88.32,-2.05,704.14,24219.42,0.53,86400.0,0
"2018-12-19",87.50,-2.27,704.45,23066.55,0.52,86400.0,0
"2018-12-20",106.41,-2.28,544.70,29197.03,0.58,86400.0,0
"2018-12-21",78.43,-2.07,710.34,22195.90,0.51,86400.0,0
"2018-12-22",112.29,-2.81,492.04,31426.78,0.60,86400.0,0
"2018-12-23",67.40,-2.20,591.82,13485.16,0.40,86289.0,0
"2018-12-24",79.94,-1.21,699.62,19867.46,0.48,86400.0,0
"2018-12-25",34.84,-1.97,297.55,4241.43,0.22,86400.0,0
"2018-12-26",81.98,-1.79,563.96,18290.73,0.46,86400.0,0
"2018-12-27",70.69,-2.22,338.21,12647.08,0.38,86400.0,0
"2018-12-28",100.53,-1.99,655.20,25716.39,0.55,86394.0,0
"2018-12-29",101.97,-2.33,667.78,28797.66,0.58,86400.0,0
"2018-12-30",100.29,-1.72,741.45,33011.25,0.62,86400.0,0
"2018-12-31",101.98,-1.90,631.86,29225.57,0.58,86400.0,0
