date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2021-02-01",0.56,0.00,2.53,0.11,0.00,86373.0,0
"2021-02-02",1.31,0.00,12.17,1.19,0.00,86376.0,0
"2021-02-03",0.84,0.00,6.62,0.50,0.00,86364.0,0
"2021-02-04",0.73,0.00,6.22,0.30,0.00,86358.0,0
"2021-02-05",1.18,0.00,7.44,0.72,0.00,86319.0,0
"2021-02-06",1.99,0.00,11.27,1.44,0.00,86374.0,0
"2021-02-07",1.14,0.00,7.34,0.78,0.00,86375.0,0
"2021-02-08",1.30,0.00,7.86,0.87,0.00,86373.0,0
"2021-02-09",0.71,0.00,5.28,0.41,0.00,86374.0,0
"2021-02-10",0.95,0.00,6.60,0.67,0.00,86367.0,0
"2021-02-11",1.70,0.00,9.96,2.61,0.01,86373.0,0
"2021-02-12",3.08,0.01,10.24,1.98,0.00,86371.0,0
"2021-02-13",2.38,0.00,10.03,1.98,0.00,86374.0,0
"2021-02-14",1.09,0.00,6.00,0.69,0.00,86373.0,0
"2021-02-15",0.89,0.00,5.25,0.48,0.00,82773.0,0
"2021-02-16",1.66,0.00,8.85,1.39,0.00,64784.0,1
"2021-02-17",1.08,0.00,6.58,0.64,0.00,85822.0,0
"2021-02-18",0.69,0.00,3.71,0.22,0.00,86260.0,0
"2021-02-19",0.65,0.00,3.80,0.25,0.00,86375.0,0
"2021-02-20",0.93,0.00,6.92,0.77,0.00,86375.0,0
"2021-02-21",0.96,0.00,8.47,0.33,0.00,86372.0,0
"2021-02-22",1.52,0.00,11.64,1.79,0.00,86375.0,0
"2021-02-23",1.52,0.00,13.74,2.40,0.01,86371.0,0
"2021-02-24",1.02,0.00,11.86,0.86,0.00,86375.0,0
"2021-02-25",1.22,0.00,12.85,1.53,0.00,84208.0,0
"2021-02-26",2.23,0.00,19.28,3.89,0.01,86374.0,0
"2021-02-27",1.66,0.00,13.41,1.78,0.00,86368.0,0
"2021-02-28",0.88,0.00,5.29,0.46,0.00,86372.0,0
