uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotType,nlcdClass,plotID,subplotID,endDate,boutNumber,eventID,samplingProtocolVersion,divDataType,targetTaxaPresent,otherVariablesPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,otherVariables,percentCover,heightPlantOver300cm,heightPlantSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"d8b5aeec-e566-442e-899b-62043707de08","WREF_012.basePlot.div","D16","WREF",45.840576,-121.863912,"WGS84",20.25,321.1,0.4,"distributed","evergreenForest","WREF_012","31.1.1","2021-07-20",1,"WREF_012.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","VACCISPP","Vaccinium spp.","genus","Ericaceae","N",,,,,,,0.50,"N",,,"0000-0002-4816-2610","0000-0001-8510-4041","OK",,"OK - no known exceptions"
"23120d82-30fa-4e8a-8b69-66e69159f30e","WREF_029.basePlot.div","D16","WREF",45.846411,-121.829411,"WGS84",20.20,665.9,0.3,"distributed","evergreenForest","WREF_029","31.1.1","2021-07-20",1,"WREF_029.1.2021","NEON.DOC.014042vL","otherVariables","Y","Y",,,,,,,,,,,"soil",2.00,,,,"0000-0002-1848-3114","0000-0001-8510-4041","OK",,"OK - no known exceptions"
"fcef6352-247d-466e-ad6e-54b91c5a4ab8","WREF_012.basePlot.div","D16","WREF",45.840576,-121.863912,"WGS84",20.25,321.1,0.4,"distributed","evergreenForest","WREF_012","31.1.1","2021-07-20",1,"WREF_012.1.2021","NEON.DOC.014042vL","otherVariables","Y","Y",,,,,,,,,,,"moss",64.00,,,,"0000-0002-4816-2610","0000-0001-8510-4041","OK",,"OK - no known exceptions"
"3383c6a2-af56-4fcd-94a3-5587309356dd","WREF_006.basePlot.div","D16","WREF",45.831180,-121.813904,"WGS84",20.23,994.3,0.3,"distributed","evergreenForest","WREF_006","40.1.1","2021-07-20",1,"WREF_006.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","ACCI","Acer circinatum Pursh","species","Aceraceae","N",,,,,,,0.50,"N",,,"0000-0001-8510-4041","0000-0001-8510-4041","OK",,"OK - no known exceptions"
"abe87027-3738-4df4-873d-73f17f2442cd","WREF_012.basePlot.div","D16","WREF",45.840576,-121.863912,"WGS84",20.25,321.1,0.4,"distributed","evergreenForest","WREF_012","32.4.1","2021-07-20",1,"WREF_012.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","VAHE","Vancouveria hexandra (Hook.) C. Morren & Decne.","species","Berberidaceae","N",,,,,,,6.00,"N",,,"0000-0001-8510-4041","0000-0001-8510-4041","OK",,"OK - no known exceptions"
"71ee1138-57b2-4f91-91a8-c52645a973d4","WREF_012.basePlot.div","D16","WREF",45.840576,-121.863912,"WGS84",20.25,321.1,0.4,"distributed","evergreenForest","WREF_012","32.2.1","2021-07-20",1,"WREF_012.1.2021","NEON.DOC.014042vL","otherVariables","Y","Y",,,,,,,,,,,"lichen",1.00,,,,"0000-0001-8510-4041","0000-0001-8510-4041","OK",,"OK - no known exceptions"
"d607a3ba-1d20-422d-a839-294170299815","WREF_006.basePlot.div","D16","WREF",45.831180,-121.813904,"WGS84",20.23,994.3,0.3,"distributed","evergreenForest","WREF_006","32.2.1","2021-07-20",1,"WREF_006.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","PROSA","Prosartes sp.","genus","Liliaceae","N",,,,,,,5.00,"N",,,"0000-0002-4816-2610","0000-0002-4816-2610","OK",,"OK - no known exceptions"
"c801e683-5b33-4f16-b019-9699096bb18f","WREF_006.basePlot.div","D16","WREF",45.831180,-121.813904,"WGS84",20.23,994.3,0.3,"distributed","evergreenForest","WREF_006","32.4.1","2021-07-20",1,"WREF_006.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","ADBI","Adenocaulon bicolor Hook.","species","Asteraceae","N",,,,,,,3.00,"N",,,"0000-0002-4816-2610","0000-0002-4816-2610","OK",,"OK - no known exceptions"
"8f7ffb82-c1f9-4941-999d-12dbd423d211","WREF_012.basePlot.div","D16","WREF",45.840576,-121.863912,"WGS84",20.25,321.1,0.4,"distributed","evergreenForest","WREF_012","40.1.1","2021-07-20",1,"WREF_012.1.2021","NEON.DOC.014042vL","otherVariables","Y","Y",,,,,,,,,,,"soil",1.00,,,,"0000-0002-1848-3114","0000-0001-8510-4041","OK",,"OK - no known exceptions"
"74768a4b-cbf9-4be3-9da2-4a01eeb866f5","WREF_029.basePlot.div","D16","WREF",45.846411,-121.829411,"WGS84",20.20,665.9,0.3,"distributed","evergreenForest","WREF_029","32.4.1","2021-07-20",1,"WREF_029.1.2021","NEON.DOC.014042vL","otherVariables","Y","Y",,,,,,,,,,,"moss",23.00,,,,"0000-0002-4816-2610","0000-0001-8510-4041","OK",,"OK - no known exceptions"
