uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotType,nlcdClass,plotID,subplotID,endDate,boutNumber,eventID,samplingProtocolVersion,divDataType,targetTaxaPresent,otherVariablesPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,otherVariables,percentCover,heightPlantOver300cm,heightPlantSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"f5b9ae4c-1c1e-4a9d-bc91-1974733075d2","ORNL_047.basePlot.div","D07","ORNL",35.952357,-84.219806,"WGS84",20.10,285.8,0.1,"distributed","pastureHay","ORNL_047","32.4.1","2021-09-02",1,"ORNL_047.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","VEVI3","Verbesina virginica L.","species","Asteraceae","N",,,,,,,6.00,"N",,,"0000-0002-6525-9051","0000-0003-1944-3584","OK",,"OK - no known exceptions"
"bfe4a574-7d6a-4028-a742-64277b915fe5","ORNL_047.basePlot.div","D07","ORNL",35.952357,-84.219806,"WGS84",20.10,285.8,0.1,"distributed","pastureHay","ORNL_047","41.4.1","2021-09-02",1,"ORNL_047.1.2021","NEON.DOC.014042vL","otherVariables","Y","Y",,,,,,,,,,,"soil",4.00,,,,"0000-0003-1944-3584","0000-0002-6525-9051","OK",,"OK - no known exceptions"
"78aeecaf-427a-42d4-9761-360d0bf03d67","ORNL_047.basePlot.div","D07","ORNL",35.952357,-84.219806,"WGS84",20.10,285.8,0.1,"distributed","pastureHay","ORNL_047","32.4.1","2021-09-02",1,"ORNL_047.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","CAREX","Carex sp.","genus","Cyperaceae","UNK",,,,,,,0.50,"N",,,"0000-0002-6525-9051","0000-0003-1944-3584","OK",,"OK - no known exceptions"
"3a625fc2-77b9-4777-93a8-19579aa9e868","ORNL_047.basePlot.div","D07","ORNL",35.952357,-84.219806,"WGS84",20.10,285.8,0.1,"distributed","pastureHay","ORNL_047","32.2.1","2021-09-02",1,"ORNL_047.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","RHGL","Rhus glabra L.","species","Anacardiaceae","N",,,,,,,90.00,"N",,,"0000-0002-6525-9051","0000-0003-1944-3584","OK",,"OK - no known exceptions"
"6a32f683-7353-4e00-8d4c-354b9d73b36a","ORNL_047.basePlot.div","D07","ORNL",35.952357,-84.219806,"WGS84",20.10,285.8,0.1,"distributed","pastureHay","ORNL_047","41.4.1","2021-09-02",1,"ORNL_047.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","DEVI4","Desmodium viridiflorum (L.) DC.","species","Fabaceae","N",,,,,,,3.00,"N",,,"0000-0003-1944-3584","0000-0002-6525-9051","OK",,"OK - no known exceptions"
"64e3628a-5104-4120-b329-a7192eff2543","ORNL_047.basePlot.div","D07","ORNL",35.952357,-84.219806,"WGS84",20.10,285.8,0.1,"distributed","pastureHay","ORNL_047","40.1.1","2021-09-02",1,"ORNL_047.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","SYPI2","Symphyotrichum pilosum (Willd.) G.L. Nesom","species","Asteraceae","N",,,,,,,20.00,"N",,,"0000-0003-1944-3584","0000-0002-6525-9051","OK",,"OK - no known exceptions"
"2f0fb296-590f-4d12-b996-8b4d07fe4fff","ORNL_047.basePlot.div","D07","ORNL",35.952357,-84.219806,"WGS84",20.10,285.8,0.1,"distributed","pastureHay","ORNL_047","40.1.1","2021-09-02",1,"ORNL_047.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","LECU","Lespedeza cuneata (Dum. Cours.) G. Don","species","Fabaceae","I",,,,,,,5.00,"N",,,"0000-0003-1944-3584","0000-0002-6525-9051","OK",,"OK - no known exceptions"
"d641c621-8279-431b-b157-717488b95d02","ORNL_047.basePlot.div","D07","ORNL",35.952357,-84.219806,"WGS84",20.10,285.8,0.1,"distributed","pastureHay","ORNL_047","32.4.1","2021-09-02",1,"ORNL_047.1.2021","NEON.DOC.014042vL","otherVariables","Y","Y",,,,,,,,,,,"wood",1.00,,,,"0000-0002-6525-9051","0000-0003-1944-3584","OK",,"OK - no known exceptions"
"be7c6fa7-9c8d-4ee7-bf0b-24082fe31237","ORNL_047.basePlot.div","D07","ORNL",35.952357,-84.219806,"WGS84",20.10,285.8,0.1,"distributed","pastureHay","ORNL_047","32.4.1","2021-09-02",1,"ORNL_047.1.2021","NEON.DOC.014042vL","otherVariables","Y","Y",,,,,,,,,,,"litter",99.00,,,,"0000-0002-6525-9051","0000-0003-1944-3584","OK",,"OK - no known exceptions"
"9e625c7a-098d-443d-89f9-d6a20bd9d408","ORNL_047.basePlot.div","D07","ORNL",35.952357,-84.219806,"WGS84",20.10,285.8,0.1,"distributed","pastureHay","ORNL_047","41.4.1","2021-09-02",1,"ORNL_047.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","SONU2","Sorghastrum nutans (L.) Nash","species","Poaceae","N",,,,,,,30.00,"N",,,"0000-0003-1944-3584","0000-0002-6525-9051","OK",,"OK - no known exceptions"
