date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2016-05-01",26.0054,21.1613,32.2429,13.9140,0.0127,86174.0,0
"2016-05-02",26.3294,21.5404,32.6180,12.7276,0.0121,86400.0,0
"2016-05-03",26.1588,21.4107,30.7320,7.3327,0.0092,86400.0,0
"2016-05-04",22.6265,18.6885,27.0591,2.4588,0.0053,86400.0,0
"2016-05-05",20.2109,14.3747,25.0608,9.5334,0.0105,86375.0,0
"2016-05-06",17.8643,11.5057,23.6974,13.0468,0.0123,86400.0,0
"2016-05-07",19.9767,13.9270,26.7727,18.2716,0.0145,86400.0,0
"2016-05-08",22.9498,16.5919,30.6423,26.7336,0.0176,86400.0,0
"2016-05-09",23.9262,17.2385,30.8994,19.0228,0.0148,86400.0,0
"2016-05-10",23.9175,19.5668,29.9190,9.9201,0.0107,86400.0,0
"2016-05-11",25.2890,19.9328,31.7036,13.5905,0.0125,86400.0,0
"2016-05-12",25.1943,20.5893,32.6783,16.1812,0.0157,65751.0,1
"2016-05-13",25.2721,20.2981,31.9856,13.6955,0.0126,86400.0,0
"2016-05-14",23.4524,20.5854,30.2728,7.5181,0.0104,69270.0,0
"2016-05-15",,,,-0.0000,,0.0,1
"2016-05-16",27.3340,19.5195,31.0207,6.5177,0.0122,43902.0,1
"2016-05-17",25.7071,23.2233,31.6261,4.6475,0.0079,74086.0,0
"2016-05-18",,,,-0.0000,,0.0,1
"2016-05-19",,,,-0.0000,,0.0,1
"2016-05-20",,,,-0.0000,,0.0,1
"2016-05-21",,,,-0.0000,,0.0,1
"2016-05-22",,,,-0.0000,,0.0,1
"2016-05-23",,,,-0.0000,,0.0,1
"2016-05-24",,,,-0.0000,,0.0,1
"2016-05-25",28.5158,21.8595,31.1907,3.7292,0.0097,39759.0,1
"2016-05-26",24.6412,18.9291,30.1533,10.9809,0.0113,86173.0,0
"2016-05-27",24.4089,19.6570,29.5434,8.5315,0.0099,86290.0,0
"2016-05-28",25.2965,20.2604,32.4345,15.2171,0.0135,83704.0,0
"2016-05-29",26.1857,21.5150,32.3803,13.1900,0.0124,86301.0,0
"2016-05-30",26.5997,21.5926,33.5164,14.8385,0.0131,86400.0,0
"2016-05-31",26.4863,21.1447,34.9313,22.5325,0.0169,78812.0,0
