date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2018-09-01",24.1515,20.4426,30.4156,13.3192,0.0124,86400.0,0
"2018-09-02",26.2603,22.3353,30.1936,6.2129,0.0085,86400.0,0
"2018-09-03",25.6865,21.5270,29.6087,6.7435,0.0088,86400.0,0
"2018-09-04",24.7932,20.9537,29.5108,6.8453,0.0089,86400.0,0
"2018-09-05",23.4810,22.0784,25.7797,0.8369,0.0033,75207.0,0
"2018-09-06",24.7132,21.2719,29.9191,8.0132,0.0096,86400.0,0
"2018-09-07",26.3034,22.3178,31.1810,8.0340,0.0096,86388.0,0
"2018-09-08",27.4823,23.0829,30.7537,3.4714,0.0063,86400.0,0
"2018-09-09",25.9598,22.6297,30.0206,5.3848,0.0079,86400.0,0
"2018-09-10",23.0246,21.8431,25.3178,1.1075,0.0036,86400.0,0
"2018-09-11",23.2912,19.2434,28.6473,9.4774,0.0105,86400.0,0
"2018-09-12",26.0404,22.2208,31.3621,6.7871,0.0089,86400.0,0
"2018-09-13",25.9422,22.4277,31.9434,5.7947,0.0082,86394.0,0
"2018-09-14",26.5349,22.3435,32.0078,10.0420,0.0108,86400.0,0
"2018-09-15",28.0394,23.2151,33.0788,9.9807,0.0107,86400.0,0
"2018-09-16",27.7361,23.4669,31.7883,5.9741,0.0083,86400.0,0
"2018-09-17",27.7959,22.7369,31.9737,7.6957,0.0094,86396.0,0
"2018-09-18",28.2646,22.9603,32.2819,6.5844,0.0087,86400.0,0
"2018-09-19",28.6576,22.2725,33.6991,8.4221,0.0099,86400.0,0
"2018-09-20",29.1711,22.8854,33.1912,9.2206,0.0103,86400.0,0
"2018-09-21",26.2460,22.6871,30.3712,4.4932,0.0072,86377.0,0
"2018-09-22",26.7064,22.7611,30.6964,5.1403,0.0077,86400.0,0
"2018-09-23",26.2013,22.1460,30.2238,6.0247,0.0084,86400.0,0
"2018-09-24",24.6223,21.8396,28.7514,4.2534,0.0070,86400.0,0
"2018-09-25",24.0215,21.3746,29.6002,8.0147,0.0096,86400.0,0
"2018-09-26",23.0447,21.0778,26.7488,1.3307,0.0039,86400.0,0
"2018-09-27",22.3588,21.3692,25.6769,1.2258,0.0038,86400.0,0
"2018-09-28",21.4663,19.9216,23.6850,0.9862,0.0034,86400.0,0
"2018-09-29",21.7606,17.7702,27.5406,10.9198,0.0112,86400.0,0
"2018-09-30",24.3228,20.0335,28.5353,6.1070,0.0084,86400.0,0
