date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2020-08-01",10.0915,5.4549,13.9556,2.0852,0.0049,86400.0,0
"2020-08-02",10.0074,5.6678,13.5164,1.8471,0.0046,86193.0,0
"2020-08-03",12.3107,9.3840,18.0831,3.6637,0.0065,86400.0,0
"2020-08-04",12.7986,8.1853,17.4624,4.5709,0.0073,86400.0,0
"2020-08-05",11.1835,7.0142,15.3573,4.7334,0.0074,86400.0,0
"2020-08-06",11.8529,8.4990,15.8882,1.6749,0.0044,86400.0,0
"2020-08-07",12.8752,9.4058,17.8537,4.0049,0.0069,83910.0,0
"2020-08-08",13.1660,10.1002,17.3267,3.5266,0.0064,86280.0,0
"2020-08-09",13.1731,9.4687,17.8382,4.2382,0.0070,86400.0,0
"2020-08-10",13.1023,10.0652,17.2961,2.7168,0.0056,86400.0,0
"2020-08-11",13.1397,10.0102,17.3183,3.3327,0.0062,86370.0,0
"2020-08-12",12.4071,9.5583,15.9088,2.1579,0.0050,86400.0,0
"2020-08-13",12.9653,8.7536,18.0910,4.5678,0.0073,86400.0,0
"2020-08-14",13.7967,9.4733,18.0859,3.4009,0.0063,86400.0,0
"2020-08-15",12.9462,9.0447,18.3164,5.7522,0.0082,86400.0,0
"2020-08-16",13.4724,10.3266,17.8180,2.6245,0.0055,86400.0,0
"2020-08-17",13.0848,9.8277,18.0027,4.6112,0.0073,86400.0,0
"2020-08-18",14.0776,11.4455,18.3503,1.9041,0.0047,86400.0,0
"2020-08-19",13.9206,10.8692,18.1586,2.1948,0.0050,86400.0,0
"2020-08-20",13.0807,10.3636,17.8302,2.0850,0.0049,86400.0,0
"2020-08-21",11.9871,7.9083,18.1096,7.0318,0.0090,86400.0,0
"2020-08-22",14.4514,11.4299,20.2298,3.7985,0.0066,86400.0,0
"2020-08-23",15.3699,11.3844,19.1190,1.8549,0.0046,86400.0,0
"2020-08-24",14.7992,12.8296,18.3852,1.1331,0.0036,86400.0,0
"2020-08-25",13.5593,9.0322,18.8878,1.9742,0.0048,86400.0,0
"2020-08-26",12.1563,7.0783,15.4177,1.8958,0.0047,86400.0,0
"2020-08-27",12.9566,8.7960,18.2974,3.1117,0.0060,86400.0,0
"2020-08-28",11.1179,5.3702,14.1222,6.0420,0.0084,86400.0,0
"2020-08-29",8.7579,6.1349,11.2817,1.5259,0.0042,86400.0,0
"2020-08-30",8.1650,3.7545,12.4802,4.4293,0.0078,73023.0,1
"2020-08-31",7.6908,0.5978,13.4965,10.6659,0.0111,86370.0,0
