date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2021-07-01",28.9405,23.2805,36.5569,13.0026,0.0123,86400.0,0
"2021-07-02",29.5402,25.0531,35.2591,7.5261,0.0093,86102.0,0
"2021-07-03",29.5504,24.4699,34.8997,7.9608,0.0096,86400.0,0
"2021-07-04",29.3162,24.9119,34.5433,7.3464,0.0092,86400.0,0
"2021-07-05",28.8683,24.7278,34.2983,8.2248,0.0098,86400.0,0
"2021-07-06",29.2431,25.1492,34.5127,7.4620,0.0093,86400.0,0
"2021-07-07",28.3216,24.2227,34.4948,9.7086,0.0106,86400.0,0
"2021-07-08",31.4720,27.8302,38.1604,6.6983,0.0088,86400.0,0
"2021-07-09",34.7260,30.0423,41.2546,7.1547,0.0091,86400.0,0
"2021-07-10",35.5120,31.7446,41.2859,7.0850,0.0091,86400.0,0
"2021-07-11",36.5424,31.7385,41.8175,7.4585,0.0093,86400.0,0
"2021-07-12",34.7233,30.7408,41.1165,7.3702,0.0092,86400.0,0
"2021-07-13",32.9620,28.1883,39.1712,8.0627,0.0097,86400.0,0
"2021-07-14",30.3915,26.1336,37.2734,8.4111,0.0099,86400.0,0
"2021-07-15",29.5272,23.3335,34.9025,8.1883,0.0097,86400.0,0
"2021-07-16",28.0751,23.0379,33.9453,9.6055,0.0105,86400.0,0
"2021-07-17",29.5180,25.6330,35.6571,7.4043,0.0093,86400.0,0
"2021-07-18",30.8824,26.8553,35.8821,5.6639,0.0081,86400.0,0
"2021-07-19",31.7692,28.0536,37.2741,5.8371,0.0082,86400.0,0
"2021-07-20",34.2733,30.1025,37.2980,3.0265,0.0099,30757.0,1
"2021-07-21",29.1024,23.7786,35.8538,12.9263,0.0122,86400.0,0
"2021-07-22",30.7695,26.0472,37.0758,7.6166,0.0094,86400.0,0
"2021-07-23",30.4108,26.0249,36.5714,8.6245,0.0100,86400.0,0
"2021-07-24",31.0674,27.0093,36.1246,6.8823,0.0089,86400.0,0
"2021-07-25",30.6678,26.0074,36.1249,7.5967,0.0094,86400.0,0
"2021-07-26",29.3549,24.6435,35.5507,6.7195,0.0088,86400.0,0
"2021-07-27",29.7963,25.8034,36.6332,8.2212,0.0098,86400.0,0
"2021-07-28",30.0687,24.1185,36.8686,13.7905,0.0126,86400.0,0
"2021-07-29",31.0172,26.6948,36.9852,8.3093,0.0098,86400.0,0
"2021-07-30",32.7063,27.8431,38.7633,7.1746,0.0091,86400.0,0
"2021-07-31",31.5722,26.4268,38.2870,10.8609,0.0112,86400.0,0
