date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2020-10-01",1.45,0.00,11.70,1.42,0.00,86151.0,0
"2020-10-02",1.54,0.00,10.45,1.28,0.00,86371.0,0
"2020-10-03",1.30,0.00,13.10,0.95,0.00,86370.0,0
"2020-10-04",1.10,0.00,7.11,0.58,0.00,85515.0,0
"2020-10-05",1.01,0.00,9.80,0.65,0.00,86082.0,0
"2020-10-06",0.99,0.00,7.46,0.69,0.00,86374.0,0
"2020-10-07",0.93,0.01,5.87,0.37,0.00,61560.0,1
"2020-10-08",0.95,0.00,6.69,0.49,0.00,86369.0,0
"2020-10-09",0.61,0.00,4.84,0.26,0.00,86372.0,0
"2020-10-10",0.49,0.00,4.51,0.18,0.00,85221.0,0
"2020-10-11",0.82,0.00,7.88,0.51,0.00,86167.0,0
"2020-10-12",0.98,0.00,6.97,0.60,0.00,86372.0,0
"2020-10-13",0.83,0.00,6.10,0.42,0.00,86377.0,0
"2020-10-14",0.77,0.00,5.52,0.32,0.00,86372.0,0
"2020-10-15",0.81,0.00,8.02,0.44,0.00,86375.0,0
"2020-10-16",1.22,0.00,10.82,0.95,0.00,85443.0,0
"2020-10-17",1.03,0.00,6.68,0.59,0.00,86299.0,0
"2020-10-18",0.93,0.00,6.17,0.47,0.00,86376.0,0
"2020-10-19",0.56,0.00,3.98,0.17,0.00,86374.0,0
"2020-10-20",0.52,0.00,4.29,0.17,0.00,86373.0,0
"2020-10-21",0.58,0.00,4.67,0.24,0.00,86376.0,0
"2020-10-22",0.95,0.00,6.51,0.48,0.00,86373.0,0
"2020-10-23",1.30,0.00,8.39,0.88,0.00,86375.0,0
"2020-10-24",1.40,0.00,10.11,1.15,0.00,86369.0,0
"2020-10-25",1.45,0.00,9.55,1.31,0.00,86372.0,0
"2020-10-26",1.13,0.00,9.11,0.84,0.00,85827.0,0
"2020-10-27",0.74,0.00,6.27,0.48,0.00,74214.0,0
"2020-10-28",0.98,0.00,7.95,0.75,0.00,85531.0,0
"2020-10-29",1.23,0.00,10.39,1.21,0.00,86372.0,0
"2020-10-30",1.48,0.00,10.89,1.45,0.00,86375.0,0
"2020-10-31",1.53,0.00,11.02,1.41,0.00,86372.0,0
