date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2017-02-01",6.36,0.20,16.12,10.56,0.01,86378.0,0
"2017-02-02",8.60,2.20,17.32,4.18,0.01,86371.0,0
"2017-02-03",5.35,1.66,8.72,1.15,0.00,86375.0,0
"2017-02-04",5.04,0.00,16.26,12.81,0.01,86377.0,0
"2017-02-05",4.02,0.04,11.30,3.40,0.01,86373.0,0
"2017-02-06",3.74,0.11,11.07,3.32,0.01,86375.0,0
"2017-02-07",5.41,0.16,15.50,10.44,0.01,86372.0,0
"2017-02-08",6.63,1.87,13.29,2.61,0.01,86370.0,0
"2017-02-09",6.71,1.74,14.39,5.46,0.01,86375.0,0
"2017-02-10",8.57,3.57,14.27,1.55,0.00,86372.0,0
"2017-02-11",4.57,0.00,27.37,9.16,0.01,72506.0,1
"2017-02-12",8.76,2.54,21.41,7.35,0.01,85846.0,0
"2017-02-13",6.79,2.51,16.54,5.31,0.01,86303.0,0
"2017-02-14",8.85,3.07,14.11,2.68,0.01,86376.0,0
"2017-02-15",4.04,0.01,9.88,2.62,0.01,86366.0,0
"2017-02-16",4.95,0.35,10.79,2.29,0.01,86373.0,0
"2017-02-17",5.36,0.00,12.61,4.67,0.01,86378.0,0
"2017-02-18",4.36,0.00,13.94,6.01,0.01,86369.0,0
"2017-02-19",4.53,0.06,10.48,2.21,0.01,86379.0,0
"2017-02-20",4.66,0.03,15.15,9.17,0.01,86374.0,0
"2017-02-21",3.76,0.14,9.39,1.95,0.00,79160.0,0
"2017-02-22",2.40,0.06,8.39,1.11,0.00,86375.0,0
"2017-02-23",2.44,0.01,8.24,1.07,0.00,86373.0,0
"2017-02-24",3.53,0.05,12.07,4.32,0.01,86374.0,0
"2017-02-25",4.11,0.77,10.75,2.27,0.01,86379.0,0
"2017-02-26",2.49,0.02,12.19,2.46,0.01,86366.0,0
"2017-02-27",1.68,0.01,6.61,0.41,0.00,86376.0,0
"2017-02-28",1.26,0.04,5.71,0.33,0.00,86376.0,0
