date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2021-03-01",2.66,0.00,12.49,3.41,0.01,86372.0,0
"2021-03-02",2.49,0.00,15.62,2.44,0.01,86371.0,0
"2021-03-03",2.72,0.00,17.36,4.36,0.01,86378.0,0
"2021-03-04",2.43,0.00,14.77,3.10,0.01,86371.0,0
"2021-03-05",2.34,0.00,11.26,1.74,0.00,86376.0,0
"2021-03-06",3.87,0.01,15.74,5.04,0.01,86369.0,0
"2021-03-07",1.86,0.00,8.70,1.18,0.00,86375.0,0
"2021-03-08",1.93,0.00,10.01,1.50,0.00,78709.0,0
"2021-03-09",2.68,0.00,17.16,6.27,0.01,86371.0,0
"2021-03-10",3.07,0.00,12.47,3.85,0.01,86371.0,0
"2021-03-11",2.46,0.00,12.46,3.61,0.01,86371.0,0
"2021-03-12",3.03,0.00,12.72,5.01,0.01,86304.0,0
"2021-03-13",2.80,0.00,12.02,2.93,0.01,86370.0,0
"2021-03-14",2.62,0.10,10.98,1.88,0.00,86371.0,0
"2021-03-15",1.99,0.00,8.45,1.27,0.00,86374.0,0
"2021-03-16",2.88,0.01,10.56,2.39,0.01,86374.0,0
"2021-03-17",1.84,0.00,7.08,0.69,0.00,86371.0,0
"2021-03-18",1.78,0.00,8.12,0.66,0.00,86369.0,0
"2021-03-19",2.10,0.00,7.60,0.86,0.00,86371.0,0
"2021-03-20",2.32,0.00,12.83,0.89,0.00,86376.0,0
"2021-03-21",2.25,0.00,13.30,2.11,0.00,86368.0,0
"2021-03-22",3.44,0.21,12.03,3.15,0.01,86372.0,0
"2021-03-23",3.41,0.02,18.26,7.34,0.01,86374.0,0
"2021-03-24",3.22,0.00,12.31,2.83,0.01,86373.0,0
"2021-03-25",2.83,0.01,13.66,3.72,0.01,86373.0,0
"2021-03-26",3.75,0.00,14.05,4.24,0.01,86374.0,0
"2021-03-27",2.02,0.00,13.12,1.62,0.00,86377.0,0
"2021-03-28",2.65,0.01,11.36,2.84,0.01,86367.0,0
"2021-03-29",2.21,0.00,8.58,1.41,0.00,86375.0,0
"2021-03-30",3.23,0.01,12.82,3.47,0.01,86374.0,0
"2021-03-31",2.40,0.00,10.87,1.55,0.00,86375.0,0
