uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotType,nlcdClass,plotID,subplotID,endDate,boutNumber,eventID,samplingProtocolVersion,divDataType,targetTaxaPresent,otherVariablesPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,otherVariables,percentCover,heightPlantOver300cm,heightPlantSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"4eca60a3-3b79-4ce4-a412-5bcca5d1192c","ONAQ_041.basePlot.div","D15","ONAQ",40.174021,-112.452840,"WGS84",20.21,1650.7,0.1,"tower","shrubScrub","ONAQ_041","31.1.1","2021-06-14",1,"ONAQ_041.1.2021","NEON.DOC.014042vL","otherVariables","Y","Y",,,,,,,,,,,"scat",0.50,,,,"0000-0003-0762-218X","0000-0002-4557-4900","OK",,"OK - no known exceptions"
"7c743de7-cd56-4e00-a1e5-56f0d6126562","ONAQ_012.basePlot.div","D15","ONAQ",40.184944,-112.529544,"WGS84",20.17,2054.4,0.2,"distributed","evergreenForest","ONAQ_012","32.2.1","2021-06-14",1,"ONAQ_012.1.2021","NEON.DOC.014042vL",,,,,,,,,,,,,,,,,,"Sampling impractical record","0000-0002-3704-5849","0000-0002-3704-5849","logistical","COVID19",
"6c25f3d5-78f2-4fcf-8687-f9dfd84ff145","ONAQ_009.basePlot.div","D15","ONAQ",40.160802,-112.471249,"WGS84",20.24,1671.3,0.3,"distributed","shrubScrub","ONAQ_009","41.4.1","2021-06-14",1,"ONAQ_009.1.2021","NEON.DOC.014042vL",,,,,,,,,,,,,,,,,,"Sampling impractical record","0000-0002-3704-5849","0000-0002-3704-5849","logistical","COVID19",
"7bdc6f69-2a73-4a09-a325-f4a1257a16be","ONAQ_003.basePlot.div","D15","ONAQ",40.205921,-112.430276,"WGS84",20.10,1610.9,0.1,"distributed","shrubScrub","ONAQ_003","32.4.1","2021-06-14",1,"ONAQ_003.1.2021","NEON.DOC.014042vL",,,,,,,,,,,,,,,,,,"Sampling impractical record","0000-0002-3704-5849","0000-0002-3704-5849","logistical","COVID19",
"f5151a0d-3f15-4ea5-9313-323e5817e50c","ONAQ_012.basePlot.div","D15","ONAQ",40.184944,-112.529544,"WGS84",20.17,2054.4,0.2,"distributed","evergreenForest","ONAQ_012","32.4.1","2021-06-14",1,"ONAQ_012.1.2021","NEON.DOC.014042vL",,,,,,,,,,,,,,,,,,"Sampling impractical record","0000-0002-3704-5849","0000-0002-3704-5849","logistical","COVID19",
"f5e2875d-c1b7-4a08-a4ae-0dfbd272a6d8","ONAQ_009.basePlot.div","D15","ONAQ",40.160802,-112.471249,"WGS84",20.24,1671.3,0.3,"distributed","shrubScrub","ONAQ_009","40.3.1","2021-06-14",1,"ONAQ_009.1.2021","NEON.DOC.014042vL",,,,,,,,,,,,,,,,,,"Sampling impractical record","0000-0002-3704-5849","0000-0002-3704-5849","logistical","COVID19",
"f54b71ec-551b-4247-8004-1db4fb6a07f0","ONAQ_003.basePlot.div","D15","ONAQ",40.205921,-112.430276,"WGS84",20.10,1610.9,0.1,"distributed","shrubScrub","ONAQ_003","31.1.1","2021-06-14",1,"ONAQ_003.1.2021","NEON.DOC.014042vL",,,,,,,,,,,,,,,,,,"Sampling impractical record","0000-0002-3704-5849","0000-0002-3704-5849","logistical","COVID19",
"d80185cc-b94f-4c7c-9735-3e9d6b41e3cd","ONAQ_042.basePlot.div","D15","ONAQ",40.176674,-112.456785,"WGS84",20.18,1663.7,0.2,"tower","shrubScrub","ONAQ_042","32.2.1","2021-06-14",1,"ONAQ_042.1.2021","NEON.DOC.014042vL","otherVariables","Y","Y",,,,,,,,,,,"soil",60.00,,,,"0000-0003-0762-218X","0000-0002-4557-4900","OK",,"OK - no known exceptions"
"dd64e439-6cac-4d07-9513-6a0ddebe16dc","ONAQ_042.basePlot.div","D15","ONAQ",40.176674,-112.456785,"WGS84",20.18,1663.7,0.2,"tower","shrubScrub","ONAQ_042","40.3.1","2021-06-14",1,"ONAQ_042.1.2021","NEON.DOC.014042vL","otherVariables","N","Y",,,,,,,,,,,"moss",2.00,,,,"0000-0003-0762-218X","0000-0002-4557-4900","OK",,"OK - no known exceptions"
"96eeb111-084b-4631-a255-d438189d44d1","ONAQ_042.basePlot.div","D15","ONAQ",40.176674,-112.456785,"WGS84",20.18,1663.7,0.2,"tower","shrubScrub","ONAQ_042","41.4.1","2021-06-14",1,"ONAQ_042.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","ALYSSSPP","Alyssum spp.","genus","Brassicaceae","I",,"ALAL3/ALDE",,,,,0.50,"N",,,"0000-0003-0762-218X","0000-0002-4557-4900","OK",,"OK - no known exceptions"
