uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotType,nlcdClass,plotID,subplotID,endDate,boutNumber,eventID,samplingProtocolVersion,targetTaxaPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,additionalSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"dd0c9460-b76a-4811-b763-2474f3a516e3","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","40.1.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","ERCO5","Erigeron corymbosus Nutt.","species","Asteraceae","N",,,,,,"Y",,"0000-0002-8599-6163","0000-0001-9903-2499","OK",,"OK - no known exceptions"
"28e79239-cbe7-4024-9e76-8448949010c4","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","32.4.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","SELA","Sedum lanceolatum Torr.","species","Crassulaceae","N",,,,,,"Y",,"0000-0003-4032-8716","0000-0002-8095-9355","OK",,"OK - no known exceptions"
"a71deb49-b994-4fec-891a-d8a160688b4c","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","40.1.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","ERUM","Eriogonum umbellatum Torr.","species","Polygonaceae","N",,,,,,"Y",,"0000-0002-8599-6163","0000-0001-9903-2499","OK",,"OK - no known exceptions"
"15b83f6f-e5b6-43ec-96d6-fa2068ee1bfa","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","40.1.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","LUSE4","Lupinus sericeus Pursh","species","Fabaceae","N",,,,,,"Y",,"0000-0002-8599-6163","0000-0001-9903-2499","OK",,"OK - no known exceptions"
"bd952651-8a33-448d-a135-61e1f4663d2f","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","40.3.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","LUSE4","Lupinus sericeus Pursh","species","Fabaceae","N",,,,,,"Y",,"0000-0002-8599-6163","0000-0001-9903-2499","OK",,"OK - no known exceptions"
"becce29d-803c-412a-b84d-5683829dc82b","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","32.2.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","LOMAT","Lomatium sp.","genus","Apiaceae","N",,,,,,"Y","Photos 1443 to 1447","0000-0003-4032-8716","0000-0002-8095-9355","OK",,"OK - no known exceptions"
"04540ac4-f07b-419c-820a-469ce9db85b6","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","40.1.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","POGR9","Potentilla gracilis Douglas ex Hook.","species","Rosaceae","N",,,,,,"Y",,"0000-0002-8599-6163","0000-0001-9903-2499","OK",,"OK - no known exceptions"
"1489db6f-b595-48ea-85cd-f53f4f77d356","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","40","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","PLANTA","Plantaginaceae sp.","family","Plantaginaceae","UNK",,,"BasalSporkLeaves_2021","AllBasalLeavesLongPetiolateGlaborous",,"Y","1121462","0000-0002-8599-6163","0000-0001-9903-2499","OK",,"OK - no known exceptions"
"981b1447-7fb5-4a13-a944-cda7d7e59f42","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","32.2.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","ACMI2","Achillea millefolium L.","species","Asteraceae","NI",,,,,,"Y",,"0000-0003-4032-8716","0000-0002-8095-9355","OK",,"OK - no known exceptions"
"30892434-a41f-40c8-8184-dad185394638","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","40.3.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","BRPO2","Bromus porteri (J.M. Coult.) Nash","species","Poaceae","N",,,,,,"Y",,"0000-0002-8599-6163","0000-0001-9903-2499","OK",,"OK - no known exceptions"
"2a76b1a0-8651-4baf-ac10-ba66c048025b","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","32","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","TAOF","Taraxacum officinale F.H. Wigg.","species","Asteraceae","NI",,,,,,"Y",,"0000-0003-4032-8716","0000-0002-8095-9355","OK",,"OK - no known exceptions"
"6eec67d7-bad6-4dd7-bbb8-2d405332dd73","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","40.3.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","CAREXSPP","Carex spp.","genus","Cyperaceae","UNK",,,,,,"Y",,"0000-0002-8599-6163","0000-0001-9903-2499","OK",,"OK - no known exceptions"
"faa6faed-dffb-4b81-9c95-9967ce2b4a19","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","40.1.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","POAR7","Potentilla arguta Pursh","species","Rosaceae","N",,,,,,"Y",,"0000-0002-8599-6163","0000-0001-9903-2499","OK",,"OK - no known exceptions"
"d731f6b1-026c-4292-8e33-5f86099a0229","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","32","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","ERYSI","Erysimum sp.","genus","Brassicaceae","UNK",,,,,,"Y",,"0000-0003-4032-8716","0000-0002-8095-9355","OK",,"OK - no known exceptions"
"81c05fa1-ea13-4375-8e44-c8a3839fec71","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","32.2.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","ERUM","Eriogonum umbellatum Torr.","species","Polygonaceae","N",,,,,,"Y",,"0000-0003-4032-8716","0000-0002-8095-9355","OK",,"OK - no known exceptions"
"c4ed26f5-1d03-4d13-a934-b45c23d69cd9","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","40.1.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","GEVI2","Geranium viscosissimum Fisch. & C.A. Mey. ex C.A. Mey.","species","Geraniaceae","N",,,,,,"Y",,"0000-0002-8599-6163","0000-0001-9903-2499","OK",,"OK - no known exceptions"
"ce6e08ff-a53f-469c-bb67-61854bc40989","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","32","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","LUSE4","Lupinus sericeus Pursh","species","Fabaceae","N",,,,,,"Y",,"0000-0003-4032-8716","0000-0002-8095-9355","OK",,"OK - no known exceptions"
"50f92d38-7325-45ae-988a-24c799abac38","YELL_003.basePlot.div","D12","YELL",44.954777,-110.533202,"WGS84",20.10,2120.8,0.1,"distributed","shrubScrub","YELL_003","40.1.10","2021-07-01",1,"YELL_003.1.2021","NEON.DOC.014042vL","Y","ACMI2","Achillea millefolium L.","species","Asteraceae","NI",,,,,,"Y",,"0000-0002-8599-6163","0000-0001-9903-2499","OK",,"OK - no known exceptions"
