date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2016-05-01",83.23559,82.93428,83.38436,0.01287,0.00122,8640.0,0,101.41914,0
"2016-05-02",83.64340,83.28434,83.83442,0.02554,0.00172,8640.0,0,101.84570,0
"2016-05-03",83.80596,83.65439,83.95444,0.00650,0.00093,7471.0,0,101.88873,0
"2016-05-04",83.64797,83.22433,83.78442,0.02072,0.00155,8640.0,0,101.45374,0
"2016-05-05",83.11251,82.73425,83.25433,0.02037,0.00159,8070.0,0,100.62419,0
"2016-05-06",82.70208,82.54422,82.83427,0.00274,0.00056,8640.0,0,100.22729,0
"2016-05-07",82.81311,82.58423,82.95429,0.00709,0.00091,8640.0,0,100.87541,0
"2016-05-08",82.73391,82.47421,82.97429,0.02041,0.00154,8640.0,0,100.80843,0
"2016-05-09",82.56122,82.41420,82.71425,0.00662,0.00088,8640.0,0,100.23541,0
"2016-05-10",83.26027,82.44421,83.54438,0.09910,0.00339,8640.0,0,101.49091,0
"2016-05-11",83.88215,83.51437,84.07446,0.02685,0.00176,8639.0,0,102.24416,0
"2016-05-12",84.03052,83.81442,84.13447,0.00741,0.00093,8640.0,0,102.20262,0
"2016-05-13",83.74942,83.48437,83.84442,0.00832,0.00104,7636.0,0,101.43396,0
"2016-05-14",83.23885,82.71425,83.49437,0.05177,0.00246,8549.0,0,100.68464,0
"2016-05-15",82.68541,82.47421,82.84427,0.00662,0.00088,8640.0,0,100.20852,0
"2016-05-16",82.92732,82.62424,83.08431,0.01338,0.00124,8639.0,0,100.86006,0
"2016-05-17",83.30676,83.01430,83.50437,0.01988,0.00152,8640.0,0,101.25424,0
"2016-05-18",83.48523,83.22433,83.60439,0.00863,0.00102,8362.0,0,101.42573,0
"2016-05-19",82.93664,82.17417,83.29434,0.10323,0.00346,8640.0,0,100.55953,0
"2016-05-20",82.26978,81.96414,82.62424,0.03096,0.00189,8640.0,0,99.81641,0
"2016-05-21",82.49017,82.05415,82.76426,0.03134,0.00190,8640.0,0,100.14055,0
"2016-05-22",83.02061,82.62424,83.18432,0.01696,0.00144,8153.0,0,101.12556,0
"2016-05-23",83.00650,82.72425,83.15432,0.01064,0.00111,8640.0,0,101.02797,0
"2016-05-24",82.73793,82.64424,82.90428,0.00218,0.00050,8640.0,0,100.53477,0
"2016-05-25",83.17055,82.86427,83.32434,0.01353,0.00125,8640.0,0,101.15441,0
"2016-05-26",83.23737,83.05430,83.38436,0.00602,0.00083,8640.0,0,101.20113,0
"2016-05-27",83.14145,82.98429,83.22433,0.00285,0.00057,8640.0,0,101.02189,0
"2016-05-28",83.22561,82.95429,83.36435,0.01182,0.00117,8640.0,0,101.03050,0
"2016-05-29",83.48002,83.27434,83.60439,0.00908,0.00103,8640.0,0,101.26077,0
"2016-05-30",83.52122,83.33434,83.62439,0.00518,0.00077,8640.0,0,101.27460,0
"2016-05-31",83.46921,83.32434,83.56438,0.00326,0.00061,8640.0,0,101.19020,0
