date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2019-07-01",94.73154,94.47760,94.81772,0.00670,0.00088,8558.0,0,101.52401,1
"2019-07-02",94.28045,94.13746,94.47760,0.00622,0.00085,8640.0,0,100.72748,1
"2019-07-03",94.25799,93.83735,94.52761,0.00822,0.00098,8640.0,0,100.92295,0
"2019-07-04",94.44230,93.98740,94.69768,0.02867,0.00182,8640.0,0,101.18758,0
"2019-07-05",95.01406,94.66766,95.29791,0.03746,0.00208,8640.0,0,101.78239,0
"2019-07-06",95.47520,95.23788,95.66805,0.01404,0.00127,8640.0,0,102.29061,0
"2019-07-07",94.95481,94.46759,95.23788,0.04640,0.00232,8640.0,0,101.69593,0
"2019-07-08",94.16199,93.78733,94.47760,0.03184,0.00192,8640.0,0,100.76101,0
"2019-07-09",93.94482,93.70729,94.17748,0.01230,0.00119,8640.0,0,100.63920,0
"2019-07-10",94.28814,93.61726,95.01780,0.26934,0.00558,8640.0,0,100.99161,0
"2019-07-11",94.77849,94.22750,95.06782,0.06918,0.00283,8619.0,0,101.47386,0
"2019-07-12",94.39798,94.18748,94.56763,0.01901,0.00148,8640.0,0,101.01370,0
"2019-07-13",94.60736,94.46759,94.69768,0.00388,0.00067,8640.0,0,101.24953,0
"2019-07-14",94.51116,94.26752,94.64766,0.01028,0.00109,8640.0,0,101.10616,0
"2019-07-15",94.12735,93.91737,94.26752,0.00486,0.00075,8640.0,0,100.66544,0
"2019-07-16",94.39291,94.12746,94.51761,0.00905,0.00103,8583.0,0,101.06194,0
"2019-07-17",94.04825,93.81734,94.36755,0.03411,0.00199,8640.0,0,100.69365,0
"2019-07-18",93.61001,93.43719,93.85735,0.01341,0.00125,8640.0,0,100.20544,0
"2019-07-19",93.75153,93.49721,93.97740,0.02211,0.00160,8640.0,0,100.36695,0
"2019-07-20",94.35597,93.97740,94.71769,0.04047,0.00216,8640.0,0,101.06510,0
"2019-07-21",95.11958,94.71769,95.47798,0.05843,0.00260,8640.0,0,101.95953,0
"2019-07-22",95.59283,95.37794,95.73808,0.01024,0.00109,8593.0,0,102.42124,0
"2019-07-23",95.46855,95.21788,95.55801,0.00706,0.00090,8640.0,0,102.24472,0
"2019-07-24",94.92650,94.46759,95.22788,0.05437,0.00257,8223.0,0,101.65026,0
"2019-07-25",94.26809,93.98740,94.51761,0.01295,0.00122,8640.0,0,100.88308,0
"2019-07-26",94.34876,94.21749,94.48759,0.00440,0.00071,8640.0,0,101.03541,0
"2019-07-27",94.72773,94.48759,94.86774,0.00879,0.00101,8640.0,0,101.42717,0
"2019-07-28",94.34414,94.08745,94.62765,0.02180,0.00159,8640.0,0,101.01533,0
"2019-07-29",94.66988,94.21749,94.94778,0.06180,0.00267,8640.0,0,101.45190,0
"2019-07-30",94.98180,94.81772,95.08783,0.00563,0.00081,8640.0,0,101.81214,0
"2019-07-31",94.76614,94.65766,94.86774,0.00187,0.00047,8640.0,0,101.47725,0
