date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2017-01-01",82.09933,81.77593,82.43598,0.04342,0.00224,8640.0,0,100.87277,0
"2017-01-02",82.16256,81.90594,82.77602,0.04594,0.00231,8640.0,0,100.99751,0
"2017-01-03",83.25231,82.76602,83.55609,0.02865,0.00182,8640.0,0,102.87249,0
"2017-01-04",82.93935,82.46599,83.33607,0.07599,0.00297,8640.0,0,102.74986,0
"2017-01-05",82.93073,82.73602,83.12605,0.00834,0.00098,8640.0,0,103.11781,0
"2017-01-06",83.05736,82.89603,83.38608,0.01723,0.00141,8640.0,0,103.73952,0
"2017-01-07",83.77395,83.38608,84.09614,0.03192,0.00192,8640.0,0,103.99977,0
"2017-01-08",83.38552,83.15605,83.81612,0.02622,0.00174,8640.0,0,102.51988,0
"2017-01-09",82.64846,81.95594,83.41608,0.23304,0.00519,8640.0,0,101.06823,0
"2017-01-10",82.08580,81.23588,82.40598,0.05807,0.00259,8640.0,0,100.31652,0
"2017-01-11",81.89216,81.70592,82.21597,0.02179,0.00159,8640.0,0,100.33220,0
"2017-01-12",82.81806,82.01595,83.53609,0.22218,0.00507,8640.0,0,101.87547,0
"2017-01-13",83.72921,83.52609,83.97613,0.02086,0.00155,8640.0,0,103.05095,0
"2017-01-14",84.05146,83.84612,84.16615,0.00813,0.00097,8640.0,0,103.04331,0
"2017-01-15",83.50529,83.01604,83.91613,0.08191,0.00308,8640.0,0,102.46188,0
"2017-01-16",83.16221,83.00604,83.39608,0.02029,0.00153,8640.0,0,101.83964,0
"2017-01-17",83.29281,83.07604,83.45608,0.01233,0.00121,8409.0,0,102.30290,0
"2017-01-18",82.92486,82.47599,83.21606,0.05514,0.00253,8640.0,0,101.61781,0
"2017-01-19",82.08362,81.76592,82.47599,0.03959,0.00214,8640.0,0,100.42139,0
"2017-01-20",81.58699,81.21588,81.83593,0.02737,0.00178,8640.0,0,99.86635,0
"2017-01-21",81.40906,81.29588,81.65591,0.00606,0.00084,8640.0,0,99.90280,0
"2017-01-22",82.48509,81.65591,82.93603,0.12938,0.00387,8640.0,0,101.03098,0
"2017-01-23",82.22002,81.67592,82.83602,0.12545,0.00381,8640.0,0,100.83022,0
"2017-01-24",81.84595,81.66592,82.25597,0.01511,0.00132,8640.0,0,100.55223,0
"2017-01-25",82.76517,82.25597,83.09605,0.04397,0.00232,8194.0,0,102.11583,0
"2017-01-26",83.44320,83.08605,83.67611,0.02342,0.00165,8640.0,0,102.96057,0
"2017-01-27",83.79351,83.50608,83.94613,0.00587,0.00082,8640.0,0,103.30921,0
"2017-01-28",83.90580,83.59610,84.04614,0.00622,0.00085,8640.0,0,102.97722,0
"2017-01-29",83.94820,83.75611,84.06614,0.00365,0.00071,7196.0,0,102.58670,0
"2017-01-30",83.49907,82.98604,83.89613,0.05898,0.00261,8640.0,0,101.71674,0
"2017-01-31",82.86982,82.36598,83.11605,0.03871,0.00212,8639.0,0,101.05964,0
