date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2021-02-01",100.23990,99.90574,100.43575,0.02411,0.00167,8640.0,0,103.63187,0
"2021-02-02",99.78934,98.91574,100.27575,0.17481,0.00450,8640.0,0,103.07313,0
"2021-02-03",98.66791,98.56573,98.95574,0.00930,0.00104,8640.0,0,101.94612,0
"2021-02-04",99.17658,98.69573,100.17575,0.17341,0.00448,8632.0,0,102.43292,0
"2021-02-05",100.40741,100.05575,100.70576,0.04499,0.00228,8640.0,0,103.86172,0
"2021-02-06",100.17133,100.02575,100.34575,0.00928,0.00104,8640.0,0,103.48531,0
"2021-02-07",100.49670,100.19575,100.75575,0.02145,0.00158,8640.0,0,103.91889,0
"2021-02-08",101.11654,100.75575,101.34577,0.03159,0.00191,8640.0,0,104.52626,0
"2021-02-09",101.01941,100.47575,101.29576,0.05822,0.00260,8640.0,0,104.44679,0
"2021-02-10",100.30470,100.03575,100.47575,0.01931,0.00149,8640.0,0,103.69637,0
"2021-02-11",99.68593,99.22574,100.03575,0.07329,0.00291,8640.0,0,102.88821,0
"2021-02-12",99.20691,99.09574,99.28574,0.00267,0.00056,8640.0,0,102.39523,0
"2021-02-13",98.79152,98.11573,99.15574,0.09012,0.00323,8640.0,0,102.05842,0
"2021-02-14",97.80310,97.60573,98.11573,0.01419,0.00131,8217.0,0,101.05694,0
"2021-02-15",97.69980,97.56573,97.78573,0.00383,0.00068,8239.0,0,100.94265,0
"2021-02-16",97.87667,97.70573,98.06573,0.00972,0.00106,8640.0,0,100.99789,0
"2021-02-17",97.93996,97.42573,98.18573,0.05470,0.00252,8640.0,0,101.02495,0
"2021-02-18",97.20182,96.84572,97.46573,0.04965,0.00240,8640.0,0,100.28667,0
"2021-02-19",97.27147,96.83572,97.68572,0.06983,0.00284,8640.0,0,100.44583,0
"2021-02-20",97.24108,96.34572,97.69572,0.16579,0.00438,8640.0,0,100.55239,0
"2021-02-21",96.09267,95.90571,96.37572,0.01995,0.00156,8194.0,0,99.35845,0
"2021-02-22",97.33384,96.37572,98.39573,0.36872,0.00653,8640.0,0,100.65092,0
"2021-02-23",99.00439,98.38573,99.30574,0.06417,0.00273,8640.0,0,102.30178,0
"2021-02-24",98.28190,97.31572,98.96574,0.26693,0.00556,8640.0,0,101.40113,0
"2021-02-25",97.30836,97.00572,98.03573,0.07917,0.00310,8249.0,0,100.35059,0
"2021-02-26",98.41526,98.02573,98.58573,0.01580,0.00135,8640.0,0,101.51627,0
"2021-02-27",97.51005,96.93572,98.18573,0.12986,0.00396,8261.0,0,100.56808,0
"2021-02-28",97.29049,96.75572,98.28573,0.24615,0.00534,8640.0,0,100.38354,0
