date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2015-10-01",97.13560,97.07195,97.21895,0.00137,0.00040,8637.0,0,,0
"2015-10-02",97.07135,96.94395,97.24195,0.00654,0.00087,8638.0,0,,0
"2015-10-03",96.77178,96.63095,96.99795,0.00877,0.00101,8636.0,0,,0
"2015-10-04",96.96204,96.73395,97.20995,0.01276,0.00122,8636.0,0,,0
"2015-10-05",97.40708,97.20695,97.56294,0.00666,0.00088,8637.0,0,,0
"2015-10-06",97.57541,97.45595,97.75095,0.00772,0.00095,8636.0,0,,0
"2015-10-07",97.70362,97.53195,97.91194,0.01296,0.00122,8637.0,0,,0
"2015-10-08",97.84024,97.68095,98.03594,0.00965,0.00106,8637.0,0,,0
"2015-10-09",97.74656,97.42795,97.93894,0.01723,0.00141,8637.0,0,,0
"2015-10-10",97.65931,97.56895,97.78295,0.00350,0.00064,8636.0,0,,0
"2015-10-11",97.54282,97.21995,97.70194,0.02195,0.00159,8637.0,0,,0
"2015-10-12",97.14272,96.68895,97.30695,0.03426,0.00199,8638.0,0,,0
"2015-10-13",96.79199,96.54895,97.00895,0.00643,0.00086,8637.0,0,,0
"2015-10-14",97.34464,97.00795,97.57395,0.02036,0.00154,8636.0,0,,0
"2015-10-15",97.83142,97.56494,98.11594,0.02244,0.00161,8637.0,0,,0
"2015-10-16",97.99387,97.75195,98.23295,0.02037,0.00154,8636.0,0,,0
"2015-10-17",98.37621,98.20194,98.56695,0.00800,0.00096,8637.0,0,,0
"2015-10-18",98.77797,98.43694,99.09495,0.02852,0.00182,8637.0,0,,0
"2015-10-19",98.85715,98.58494,99.07494,0.01973,0.00151,8637.0,0,,0
"2015-10-20",98.67607,98.42494,98.89394,0.01818,0.00145,8636.0,0,,0
"2015-10-21",98.59650,98.43994,98.87295,0.01893,0.00148,8637.0,0,,0
"2015-10-22",98.50456,98.27995,98.71794,0.01496,0.00132,8637.0,0,,0
"2015-10-23",98.20029,97.88795,98.35594,0.02120,0.00157,8636.0,0,,0
"2015-10-24",97.99619,97.88294,98.13294,0.00445,0.00072,8637.0,0,,0
"2015-10-25",98.02430,97.91295,98.17294,0.00589,0.00083,8638.0,0,,0
"2015-10-26",98.11728,97.96095,98.22894,0.00327,0.00062,8637.0,0,,0
"2015-10-27",97.88503,97.27795,98.17995,0.08937,0.00322,8637.0,0,,0
"2015-10-28",96.79711,96.52695,97.30895,0.05912,0.00262,8636.0,0,,0
"2015-10-29",96.94377,96.63695,97.15495,0.02002,0.00152,8636.0,0,,0
"2015-10-30",97.64012,97.15495,97.93295,0.04486,0.00228,8637.0,0,,0
"2015-10-31",97.70361,97.39895,97.84895,0.01102,0.00113,8638.0,0,,0
