date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2021-08-01",96.87147,96.69814,97.04821,0.01135,0.00115,8640.0,0,101.35164,0
"2021-08-02",96.96188,96.75816,97.17824,0.01635,0.00138,8640.0,0,101.46637,0
"2021-08-03",96.82172,96.52811,96.95819,0.00840,0.00101,8222.0,0,101.31419,0
"2021-08-04",96.56368,96.39809,96.67814,0.00422,0.00070,8640.0,0,101.02823,0
"2021-08-05",96.60619,96.35808,96.83817,0.01943,0.00150,8640.0,0,101.10676,0
"2021-08-06",96.63970,96.48811,96.78816,0.00699,0.00092,8239.0,0,101.17449,0
"2021-08-07",96.51547,96.32808,96.60813,0.00381,0.00068,8260.0,0,101.02057,0
"2021-08-08",96.37781,96.26806,96.50811,0.00585,0.00091,6994.0,0,100.84923,0
"2021-08-09",96.38853,96.22806,96.54812,0.00972,0.00106,8640.0,0,100.85885,0
"2021-08-10",96.48074,96.24806,96.66814,0.01481,0.00137,7892.0,0,100.94802,0
"2021-08-11",96.57931,96.41809,96.72815,0.00888,0.00104,8229.0,0,101.03401,0
"2021-08-12",96.60300,96.39809,96.77816,0.00743,0.00093,8640.0,0,101.05548,0
"2021-08-13",96.76123,96.50811,96.94819,0.01680,0.00139,8640.0,0,101.23117,0
"2021-08-14",96.92730,96.76816,97.07822,0.00701,0.00090,8640.0,0,101.42227,0
"2021-08-15",96.75271,96.45810,96.88818,0.01040,0.00110,8640.0,0,101.20490,0
"2021-08-16",96.27864,96.00802,96.45810,0.01247,0.00123,8260.0,0,100.70365,0
"2021-08-17",96.10101,95.89800,96.26806,0.00795,0.00096,8640.0,0,100.55071,0
"2021-08-18",96.10782,95.84799,96.33808,0.02218,0.00160,8640.0,0,100.63497,0
"2021-08-19",96.43834,96.16805,96.67814,0.01951,0.00150,8640.0,0,101.02357,0
"2021-08-20",96.33753,96.05803,96.43810,0.00806,0.00097,8640.0,0,100.90185,0
"2021-08-21",96.06731,95.95801,96.16805,0.00269,0.00056,8640.0,0,100.59631,0
"2021-08-22",96.14553,95.94801,96.31808,0.01199,0.00121,8230.0,0,100.70212,0
"2021-08-23",96.21679,96.03803,96.41809,0.01168,0.00119,8244.0,0,100.74788,0
"2021-08-24",96.40546,96.15805,96.61813,0.01918,0.00158,7713.0,0,100.92745,0
"2021-08-25",96.63346,96.35808,96.84817,0.01931,0.00153,8268.0,0,101.17137,0
"2021-08-26",96.66312,96.40810,96.79817,0.00856,0.00105,7814.0,0,101.19608,0
"2021-08-27",96.28243,95.99802,96.41809,0.00970,0.00106,8640.0,0,100.79878,0
"2021-08-28",96.06219,95.93801,96.20806,0.00688,0.00099,7007.0,0,100.51967,0
"2021-08-29",96.13766,95.97802,96.28807,0.00785,0.00098,8173.0,0,100.58005,0
"2021-08-30",96.05828,95.79799,96.14805,0.00674,0.00091,8189.0,0,100.48900,0
"2021-08-31",95.85022,95.71797,95.98801,0.00482,0.00076,8254.0,0,100.28148,0
