date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2018-09-01",,,,-0.00,,0.0,1
"2018-09-02",,,,-0.00,,0.0,1
"2018-09-03",,,,-0.00,,0.0,1
"2018-09-04",,,,-0.00,,0.0,1
"2018-09-05",2.12,0.00,6.50,1.40,0.01,38456.0,1
"2018-09-06",1.58,0.00,7.79,0.87,0.00,85326.0,0
"2018-09-07",1.02,0.00,5.81,0.46,0.00,86373.0,0
"2018-09-08",1.20,0.00,10.32,1.17,0.00,86373.0,0
"2018-09-09",1.27,0.00,7.77,0.63,0.00,86371.0,0
"2018-09-10",0.89,0.00,7.32,0.38,0.00,86376.0,0
"2018-09-11",1.08,0.00,5.33,0.52,0.00,86370.0,0
"2018-09-12",0.67,0.00,3.18,0.18,0.00,86373.0,0
"2018-09-13",0.86,0.00,4.57,0.34,0.00,86377.0,0
"2018-09-14",1.20,0.00,7.41,0.80,0.00,86377.0,0
"2018-09-15",1.13,0.00,8.00,0.66,0.00,86374.0,0
"2018-09-16",1.14,0.00,7.57,0.74,0.00,86376.0,0
"2018-09-17",3.50,0.01,16.47,4.99,0.01,86377.0,0
"2018-09-18",3.02,0.00,11.93,3.55,0.01,86374.0,0
"2018-09-19",1.39,0.00,7.62,0.76,0.00,86292.0,0
"2018-09-20",1.82,0.00,9.96,3.65,0.01,86377.0,0
"2018-09-21",5.65,0.09,14.33,4.76,0.01,86375.0,0
"2018-09-22",2.41,0.00,11.67,2.46,0.01,86374.0,0
"2018-09-23",0.93,0.00,4.34,0.32,0.00,86375.0,0
"2018-09-24",0.81,0.00,6.21,0.33,0.00,86370.0,0
"2018-09-25",2.04,0.00,8.63,2.63,0.01,86372.0,0
"2018-09-26",2.64,0.00,8.48,1.85,0.00,86370.0,0
"2018-09-27",1.31,0.00,8.85,0.99,0.00,86369.0,0
"2018-09-28",1.37,0.00,6.91,0.71,0.00,86380.0,0
"2018-09-29",1.49,0.00,7.86,1.89,0.00,86372.0,0
"2018-09-30",2.28,0.00,10.87,3.92,0.01,86375.0,0
