date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2021-10-01",2.00,0.01,8.88,1.27,0.00,86369.0,0
"2021-10-02",1.53,0.00,9.00,0.91,0.00,86372.0,0
"2021-10-03",1.07,0.00,4.17,0.34,0.00,86370.0,0
"2021-10-04",2.15,0.00,10.99,1.25,0.00,86367.0,0
"2021-10-05",1.44,0.00,7.35,0.75,0.00,86366.0,0
"2021-10-06",0.85,0.00,4.80,0.35,0.00,86375.0,0
"2021-10-07",0.96,0.00,4.52,0.37,0.00,86371.0,0
"2021-10-08",1.32,0.00,5.22,0.45,0.00,86372.0,0
"2021-10-09",1.85,0.00,7.96,0.92,0.00,86370.0,0
"2021-10-10",1.70,0.00,6.72,0.72,0.00,86369.0,0
"2021-10-11",1.37,0.00,5.69,0.63,0.00,86367.0,0
"2021-10-12",0.91,0.00,5.17,0.34,0.00,86366.0,0
"2021-10-13",1.30,0.00,7.39,0.83,0.00,86365.0,0
"2021-10-14",1.78,0.01,7.88,0.83,0.00,86369.0,0
"2021-10-15",1.10,0.00,5.22,0.53,0.00,83638.0,0
"2021-10-16",2.34,0.00,13.22,2.89,0.01,86371.0,0
"2021-10-17",2.16,0.00,11.19,1.60,0.00,86366.0,0
"2021-10-18",2.01,0.00,11.88,1.66,0.00,85569.0,0
"2021-10-19",2.27,0.00,13.03,2.38,0.01,86372.0,0
"2021-10-20",1.82,0.00,9.55,1.30,0.00,86369.0,0
"2021-10-21",1.74,0.00,9.57,1.25,0.00,86365.0,0
"2021-10-22",1.97,0.00,8.76,1.37,0.00,86368.0,0
"2021-10-23",1.85,0.00,9.44,1.26,0.00,86370.0,0
"2021-10-24",1.48,0.00,6.60,0.73,0.00,86366.0,0
"2021-10-25",1.89,0.00,9.33,1.59,0.00,86366.0,0
"2021-10-26",3.19,0.02,14.83,2.85,0.01,86368.0,0
"2021-10-27",3.90,0.00,22.05,6.73,0.01,86369.0,0
"2021-10-28",1.57,0.00,8.59,1.10,0.00,86372.0,0
"2021-10-29",1.51,0.01,8.18,1.06,0.00,86370.0,0
"2021-10-30",2.62,0.01,12.62,1.96,0.00,86370.0,0
"2021-10-31",1.98,0.00,11.30,1.54,0.00,86369.0,0
